task_id,primitive,separability,eta,generator,seed,dof,E_add,E_obs,E_joint,E_red,E_red_at_risk,E_red_reentry,informational_null,sampler_unresolved_final,joint_unresolved
curvature:low:ode:8,curvature,low,0.2,ode,8,5,0.2,,,,0,,0,1,0
curvature:low:ode:9,curvature,low,0.2,ode,9,1,0.2,,,,0,,0,0,1
curvature:low:ode:9,curvature,low,0.2,ode,9,3,0.2,,,,0,,0,0,1
curvature:low:ode:9,curvature,low,0.2,ode,9,5,0.2,,,,0,,0,0,1
curvature:low:ode:10,curvature,low,0.2,ode,10,1,0.2,,,,0,,0,0,1
curvature:low:ode:10,curvature,low,0.2,ode,10,3,0.2,,,,0,,0,0,1
curvature:low:ode:10,curvature,low,0.2,ode,10,5,0.2,,,,0,,0,0,1
curvature:low:ode:11,curvature,low,0.2,ode,11,1,0.2,,,,0,,0,0,1
curvature:low:ode:11,curvature,low,0.2,ode,11,3,0.2,,,,0,,0,0,1
curvature:low:ode:11,curvature,low,0.2,ode,11,5,0.2,,,,0,,0,0,1
curvature:low:ode:12,curvature,low,0.2,ode,12,1,0.2,,,,0,,0,0,1
curvature:low:ode:12,curvature,low,0.2,ode,12,3,0.2,,,,0,,0,0,1
curvature:low:ode:12,curvature,low,0.2,ode,12,5,0.2,,,,0,,0,0,1
curvature:low:ode:13,curvature,low,0.2,ode,13,1,0.2,,,,0,,0,1,0
curvature:low:ode:13,curvature,low,0.2,ode,13,3,0.2,,,,0,,0,1,0
curvature:low:ode:13,curvature,low,0.2,ode,13,5,0.2,,,,0,,0,1,0
curvature:low:ode:14,curvature,low,0.2,ode,14,1,0.2,,,,0,,0,0,1
curvature:low:ode:14,curvature,low,0.2,ode,14,3,0.2,,,,0,,0,0,1
curvature:low:ode:14,curvature,low,0.2,ode,14,5,0.2,,,,0,,0,0,1
curvature:low:ode:15,curvature,low,0.2,ode,15,1,0.2,,,,0,,0,0,1
curvature:low:ode:15,curvature,low,0.2,ode,15,3,0.2,,,,0,,0,0,1
curvature:low:ode:15,curvature,low,0.2,ode,15,5,0.2,,,,0,,0,0,1
curvature:low:ode:16,curvature,low,0.2,ode,16,1,0.2,,,,0,,0,0,1
curvature:low:ode:16,curvature,low,0.2,ode,16,3,0.2,,,,0,,0,0,1
curvature:low:ode:16,curvature,low,0.2,ode,16,5,0.2,,,,0,,0,0,1
curvature:low:ode:17,curvature,low,0.2,ode,17,1,0.2,,,,0,,0,1,0
curvature:low:ode:17,curvature,low,0.2,ode,17,3,0.2,,,,0,,0,1,0
curvature:low:ode:17,curvature,low,0.2,ode,17,5,0.2,,,,0,,0,1,0
curvature:low:ode:18,curvature,low,0.2,ode,18,1,0.2,,,,0,,0,0,1
curvature:low:ode:18,curvature,low,0.2,ode,18,3,0.2,,,,0,,0,0,1
curvature:low:ode:18,curvature,low,0.2,ode,18,5,0.2,,,,0,,0,0,1
curvature:low:ode:19,curvature,low,0.2,ode,19,1,0.2,,,,0,,0,0,1
curvature:low:ode:19,curvature,low,0.2,ode,19,3,0.2,,,,0,,0,0,1
curvature:low:ode:19,curvature,low,0.2,ode,19,5,0.2,,,,0,,0,0,1
curvature:mid:spline:0,curvature,mid,0.5,spline,0,1,0.2,,,,0,,0,0,1
curvature:mid:spline:0,curvature,mid,0.5,spline,0,3,0.2,,,,0,,0,0,1
curvature:mid:spline:0,curvature,mid,0.5,spline,0,5,0.2,,,,0,,0,0,1
curvature:mid:spline:1,curvature,mid,0.5,spline,1,1,0.2,,,,0,,0,0,1
curvature:mid:spline:1,curvature,mid,0.5,spline,1,3,0.2,,,,0,,0,0,1
curvature:mid:spline:1,curvature,mid,0.5,spline,1,5,0.2,,,,0,,0,0,1
curvature:mid:spline:2,curvature,mid,0.5,spline,2,1,0.2,,,,0,,0,0,1
curvature:mid:spline:2,curvature,mid,0.5,spline,2,3,0.2,,,,0,,0,0,1
curvature:mid:spline:2,curvature,mid,0.5,spline,2,5,0.2,,,,0,,0,0,1
curvature:mid:spline:3,curvature,mid,0.5,spline,3,1,0.2,,,,0,,0,1,0
curvature:mid:spline:3,curvature,mid,0.5,spline,3,3,0.2,,,,0,,0,1,0
curvature:mid:spline:3,curvature,mid,0.5,spline,3,5,0.2,,,,0,,0,1,0
curvature:mid:spline:4,curvature,mid,0.5,spline,4,1,0.2,,,,0,,0,1,0
curvature:mid:spline:4,curvature,mid,0.5,spline,4,3,0.2,,,,0,,0,1,0
curvature:mid:spline:4,curvature,mid,0.5,spline,4,5,0.2,,,,0,,0,1,0
curvature:mid:spline:5,curvature,mid,0.5,spline,5,1,0.2,,,,0,,0,0,1
curvature:mid:spline:5,curvature,mid,0.5,spline,5,3,0.2,,,,0,,0,0,1
curvature:mid:spline:5,curvature,mid,0.5,spline,5,5,0.2,,,,0,,0,0,1
curvature:mid:spline:6,curvature,mid,0.5,spline,6,1,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:spline:6,curvature,mid,0.5,spline,6,3,0.2,0.6,0.6,,1,,0,1,0
curvature:mid:spline:6,curvature,mid,0.5,spline,6,5,0.2,0.6,,,0,,0,1,0
curvature:mid:spline:7,curvature,mid,0.5,spline,7,1,0.2,,,,0,,0,1,0
curvature:mid:spline:7,curvature,mid,0.5,spline,7,3,0.2,,,,0,,0,1,0
curvature:mid:spline:7,curvature,mid,0.5,spline,7,5,0.2,,,,0,,0,1,0
curvature:mid:spline:8,curvature,mid,0.5,spline,8,1,0.2,,,,0,,0,0,1
curvature:mid:spline:8,curvature,mid,0.5,spline,8,3,0.2,,,,0,,0,0,1
curvature:mid:spline:8,curvature,mid,0.5,spline,8,5,0.2,,,,0,,0,0,1
curvature:mid:spline:9,curvature,mid,0.5,spline,9,1,0.2,,,,0,,0,0,1
curvature:mid:spline:9,curvature,mid,0.5,spline,9,3,0.2,,,,0,,0,0,1
curvature:mid:spline:9,curvature,mid,0.5,spline,9,5,0.2,,,,0,,0,1,0
curvature:mid:spline:10,curvature,mid,0.5,spline,10,1,0.2,,,,0,,0,0,1
curvature:mid:spline:10,curvature,mid,0.5,spline,10,3,0.2,,,,0,,0,1,0
curvature:mid:spline:10,curvature,mid,0.5,spline,10,5,0.2,,,,0,,0,1,0
curvature:mid:spline:11,curvature,mid,0.5,spline,11,1,0.2,,,,0,,0,0,1
curvature:mid:spline:11,curvature,mid,0.5,spline,11,3,0.2,,,,0,,0,0,1
curvature:mid:spline:11,curvature,mid,0.5,spline,11,5,0.2,,,,0,,0,0,1
curvature:mid:spline:12,curvature,mid,0.5,spline,12,1,0.2,,,,0,,0,0,1
curvature:mid:spline:12,curvature,mid,0.5,spline,12,3,0.2,,,,0,,0,0,1
curvature:mid:spline:12,curvature,mid,0.5,spline,12,5,0.2,,,,0,,0,0,1
curvature:mid:spline:13,curvature,mid,0.5,spline,13,1,0.2,,,,0,,0,0,1
curvature:mid:spline:13,curvature,mid,0.5,spline,13,3,0.2,,,,0,,0,0,1
curvature:mid:spline:13,curvature,mid,0.5,spline,13,5,0.2,,,,0,,0,0,1
curvature:mid:spline:14,curvature,mid,0.5,spline,14,1,0.2,,,,0,,0,1,0
curvature:mid:spline:14,curvature,mid,0.5,spline,14,3,0.2,,,,0,,0,1,0
curvature:mid:spline:14,curvature,mid,0.5,spline,14,5,0.2,,,,0,,0,1,0
curvature:mid:spline:15,curvature,mid,0.5,spline,15,1,0.2,,,,0,,0,1,0
curvature:mid:spline:15,curvature,mid,0.5,spline,15,3,0.2,,,,0,,0,1,0
curvature:mid:spline:15,curvature,mid,0.5,spline,15,5,0.2,,,,0,,0,1,0
curvature:mid:spline:16,curvature,mid,0.5,spline,16,1,0.2,,,,0,,0,0,1
curvature:mid:spline:16,curvature,mid,0.5,spline,16,3,0.2,,,,0,,0,0,1
curvature:mid:spline:16,curvature,mid,0.5,spline,16,5,0.2,,,,0,,0,0,1
curvature:mid:spline:17,curvature,mid,0.5,spline,17,1,0.2,,,,0,,0,0,1
curvature:mid:spline:17,curvature,mid,0.5,spline,17,3,0.2,,,,0,,0,0,1
curvature:mid:spline:17,curvature,mid,0.5,spline,17,5,0.2,,,,0,,0,0,1
curvature:mid:spline:18,curvature,mid,0.5,spline,18,1,0.2,,,,0,,0,1,0
curvature:mid:spline:18,curvature,mid,0.5,spline,18,3,0.2,,,,0,,0,1,0
curvature:mid:spline:18,curvature,mid,0.5,spline,18,5,0.2,,,,0,,0,1,0
curvature:mid:spline:19,curvature,mid,0.5,spline,19,1,0.2,,,,0,,0,0,1
curvature:mid:spline:19,curvature,mid,0.5,spline,19,3,0.2,,,,0,,0,0,1
curvature:mid:spline:19,curvature,mid,0.5,spline,19,5,0.2,,,,0,,0,0,1
curvature:mid:basis:0,curvature,mid,0.5,basis,0,1,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:basis:0,curvature,mid,0.5,basis,0,3,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:basis:0,curvature,mid,0.5,basis,0,5,0.2,0.6,0.6,,1,,0,1,0
curvature:mid:basis:1,curvature,mid,0.5,basis,1,1,0.2,,,,0,,0,1,0
curvature:mid:basis:1,curvature,mid,0.5,basis,1,3,0.2,,,,0,,0,1,0
curvature:mid:basis:1,curvature,mid,0.5,basis,1,5,0.2,,,,0,,0,1,0
curvature:mid:basis:2,curvature,mid,0.5,basis,2,1,0.2,,,,0,,0,1,0
curvature:mid:basis:2,curvature,mid,0.5,basis,2,3,0.2,,,,0,,0,1,0
curvature:mid:basis:2,curvature,mid,0.5,basis,2,5,0.2,,,,0,,0,1,0
curvature:mid:basis:3,curvature,mid,0.5,basis,3,1,0.2,,,,0,,0,1,0
curvature:mid:basis:3,curvature,mid,0.5,basis,3,3,0.2,,,,0,,0,1,0
curvature:mid:basis:3,curvature,mid,0.5,basis,3,5,0.2,,,,0,,0,1,0
curvature:mid:basis:4,curvature,mid,0.5,basis,4,1,0.2,,,,0,,0,0,1
curvature:mid:basis:4,curvature,mid,0.5,basis,4,3,0.2,,,,0,,0,0,1
curvature:mid:basis:4,curvature,mid,0.5,basis,4,5,0.2,,,,0,,0,0,1
curvature:mid:basis:5,curvature,mid,0.5,basis,5,1,0.2,,,,0,,0,1,0
curvature:mid:basis:5,curvature,mid,0.5,basis,5,3,0.2,,,,0,,0,1,0
curvature:mid:basis:5,curvature,mid,0.5,basis,5,5,0.2,,,,0,,0,1,0
curvature:mid:basis:6,curvature,mid,0.5,basis,6,1,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:6,curvature,mid,0.5,basis,6,3,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:6,curvature,mid,0.5,basis,6,5,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:7,curvature,mid,0.5,basis,7,1,0.2,,,,0,,0,1,0
curvature:mid:basis:7,curvature,mid,0.5,basis,7,3,0.2,,,,0,,0,1,0
curvature:mid:basis:7,curvature,mid,0.5,basis,7,5,0.2,,,,0,,0,1,0
curvature:mid:basis:8,curvature,mid,0.5,basis,8,1,0.2,,,,0,,0,1,0
curvature:mid:basis:8,curvature,mid,0.5,basis,8,3,0.2,,,,0,,0,1,0
curvature:mid:basis:8,curvature,mid,0.5,basis,8,5,0.2,,,,0,,0,1,0
curvature:mid:basis:9,curvature,mid,0.5,basis,9,1,0.2,,,,0,,0,0,1
curvature:mid:basis:9,curvature,mid,0.5,basis,9,3,0.2,,,,0,,0,0,1
curvature:mid:basis:9,curvature,mid,0.5,basis,9,5,0.2,,,,0,,0,0,1
curvature:mid:basis:10,curvature,mid,0.5,basis,10,1,0.2,,,,0,,0,0,1
curvature:mid:basis:10,curvature,mid,0.5,basis,10,3,0.2,,,,0,,0,0,1
curvature:mid:basis:10,curvature,mid,0.5,basis,10,5,0.2,,,,0,,0,1,0
curvature:mid:basis:11,curvature,mid,0.5,basis,11,1,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:11,curvature,mid,0.5,basis,11,3,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:11,curvature,mid,0.5,basis,11,5,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:12,curvature,mid,0.5,basis,12,1,0.2,,,,0,,0,0,1
curvature:mid:basis:12,curvature,mid,0.5,basis,12,3,0.2,,,,0,,0,1,0
curvature:mid:basis:12,curvature,mid,0.5,basis,12,5,0.2,,,,0,,0,1,0
curvature:mid:basis:13,curvature,mid,0.5,basis,13,1,0.2,,,,0,,0,0,1
curvature:mid:basis:13,curvature,mid,0.5,basis,13,3,0.2,,,,0,,0,0,1
curvature:mid:basis:13,curvature,mid,0.5,basis,13,5,0.2,,,,0,,0,0,1
curvature:mid:basis:14,curvature,mid,0.5,basis,14,1,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:14,curvature,mid,0.5,basis,14,3,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:14,curvature,mid,0.5,basis,14,5,0.2,0.6,,,0,,0,1,0
curvature:mid:basis:15,curvature,mid,0.5,basis,15,1,0.2,,,,0,,0,1,0
curvature:mid:basis:15,curvature,mid,0.5,basis,15,3,0.2,,,,0,,0,1,0
curvature:mid:basis:15,curvature,mid,0.5,basis,15,5,0.2,,,,0,,0,1,0
curvature:mid:basis:16,curvature,mid,0.5,basis,16,1,0.2,,,,0,,0,0,1
curvature:mid:basis:16,curvature,mid,0.5,basis,16,3,0.2,,,,0,,0,0,1
curvature:mid:basis:16,curvature,mid,0.5,basis,16,5,0.2,,,,0,,0,0,1
curvature:mid:basis:17,curvature,mid,0.5,basis,17,1,0.2,,,,0,,0,0,1
curvature:mid:basis:17,curvature,mid,0.5,basis,17,3,0.2,,,,0,,0,0,1
curvature:mid:basis:17,curvature,mid,0.5,basis,17,5,0.2,,,,0,,0,1,0
curvature:mid:basis:18,curvature,mid,0.5,basis,18,1,0.2,,,,0,,0,0,1
curvature:mid:basis:18,curvature,mid,0.5,basis,18,3,0.2,,,,0,,0,0,1
curvature:mid:basis:18,curvature,mid,0.5,basis,18,5,0.2,,,,0,,0,0,1
curvature:mid:basis:19,curvature,mid,0.5,basis,19,1,0.2,,,,0,,0,0,1
curvature:mid:basis:19,curvature,mid,0.5,basis,19,3,0.2,,,,0,,0,0,1
curvature:mid:basis:19,curvature,mid,0.5,basis,19,5,0.2,,,,0,,0,0,1
curvature:mid:ode:0,curvature,mid,0.5,ode,0,1,0.2,,,,0,,0,0,1
curvature:mid:ode:0,curvature,mid,0.5,ode,0,3,0.2,,,,0,,0,0,1
curvature:mid:ode:0,curvature,mid,0.5,ode,0,5,0.2,,,,0,,0,0,1
curvature:mid:ode:1,curvature,mid,0.5,ode,1,1,0.2,,,,0,,0,0,1
curvature:mid:ode:1,curvature,mid,0.5,ode,1,3,0.2,,,,0,,0,0,1
curvature:mid:ode:1,curvature,mid,0.5,ode,1,5,0.2,,,,0,,0,0,1
curvature:mid:ode:2,curvature,mid,0.5,ode,2,1,0.2,,,,0,,0,0,1
curvature:mid:ode:2,curvature,mid,0.5,ode,2,3,0.2,,,,0,,0,0,1
curvature:mid:ode:2,curvature,mid,0.5,ode,2,5,0.2,,,,0,,0,0,1
curvature:mid:ode:3,curvature,mid,0.5,ode,3,1,0.2,,,,0,,0,0,1
curvature:mid:ode:3,curvature,mid,0.5,ode,3,3,0.2,,,,0,,0,0,1
curvature:mid:ode:3,curvature,mid,0.5,ode,3,5,0.2,,,,0,,0,0,1
curvature:mid:ode:4,curvature,mid,0.5,ode,4,1,0.2,,,,0,,0,0,1
curvature:mid:ode:4,curvature,mid,0.5,ode,4,3,0.2,,,,0,,0,0,1
curvature:mid:ode:4,curvature,mid,0.5,ode,4,5,0.2,,,,0,,0,0,1
curvature:mid:ode:5,curvature,mid,0.5,ode,5,1,0.2,,,,0,,0,0,1
curvature:mid:ode:5,curvature,mid,0.5,ode,5,3,0.2,,,,0,,0,0,1
curvature:mid:ode:5,curvature,mid,0.5,ode,5,5,0.2,,,,0,,0,0,1
curvature:mid:ode:6,curvature,mid,0.5,ode,6,1,0.2,,,,0,,0,0,1
curvature:mid:ode:6,curvature,mid,0.5,ode,6,3,0.2,,,,0,,0,0,1
curvature:mid:ode:6,curvature,mid,0.5,ode,6,5,0.2,,,,0,,0,0,1
curvature:mid:ode:7,curvature,mid,0.5,ode,7,1,0.2,,,,0,,0,0,1
curvature:mid:ode:7,curvature,mid,0.5,ode,7,3,0.2,,,,0,,0,0,1
curvature:mid:ode:7,curvature,mid,0.5,ode,7,5,0.2,,,,0,,0,0,1
curvature:mid:ode:8,curvature,mid,0.5,ode,8,1,0.2,,,,0,,0,0,1
curvature:mid:ode:8,curvature,mid,0.5,ode,8,3,0.2,,,,0,,0,0,1
curvature:mid:ode:8,curvature,mid,0.5,ode,8,5,0.2,,,,0,,0,0,1
curvature:mid:ode:9,curvature,mid,0.5,ode,9,1,0.2,,,,0,,0,0,1
curvature:mid:ode:9,curvature,mid,0.5,ode,9,3,0.2,,,,0,,0,0,1
curvature:mid:ode:9,curvature,mid,0.5,ode,9,5,0.2,,,,0,,0,0,1
curvature:mid:ode:10,curvature,mid,0.5,ode,10,1,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:ode:10,curvature,mid,0.5,ode,10,3,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:ode:10,curvature,mid,0.5,ode,10,5,0.2,0.6,0.6,,1,,0,1,0
curvature:mid:ode:11,curvature,mid,0.5,ode,11,1,0.2,,,,0,,0,0,1
curvature:mid:ode:11,curvature,mid,0.5,ode,11,3,0.2,,,,0,,0,0,1
curvature:mid:ode:11,curvature,mid,0.5,ode,11,5,0.2,,,,0,,0,0,1
curvature:mid:ode:12,curvature,mid,0.5,ode,12,1,0.2,,,,0,,0,0,1
curvature:mid:ode:12,curvature,mid,0.5,ode,12,3,0.2,,,,0,,0,0,1
curvature:mid:ode:12,curvature,mid,0.5,ode,12,5,0.2,,,,0,,0,0,1
curvature:mid:ode:13,curvature,mid,0.5,ode,13,1,0.2,,,,0,,0,0,1
curvature:mid:ode:13,curvature,mid,0.5,ode,13,3,0.2,,,,0,,0,0,1
curvature:mid:ode:13,curvature,mid,0.5,ode,13,5,0.2,,,,0,,0,0,1
curvature:mid:ode:14,curvature,mid,0.5,ode,14,1,0.2,,,,0,,0,0,1
curvature:mid:ode:14,curvature,mid,0.5,ode,14,3,0.2,,,,0,,0,0,1
curvature:mid:ode:14,curvature,mid,0.5,ode,14,5,0.2,,,,0,,0,1,0
curvature:mid:ode:15,curvature,mid,0.5,ode,15,1,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:ode:15,curvature,mid,0.5,ode,15,3,0.2,0.6,0.6,,1,,0,0,0
curvature:mid:ode:15,curvature,mid,0.5,ode,15,5,0.2,0.6,0.6,,1,,0,1,0
curvature:mid:ode:16,curvature,mid,0.5,ode,16,1,0.2,,,,0,,0,0,1
curvature:mid:ode:16,curvature,mid,0.5,ode,16,3,0.2,,,,0,,0,0,1
curvature:mid:ode:16,curvature,mid,0.5,ode,16,5,0.2,,,,0,,0,0,1
curvature:mid:ode:17,curvature,mid,0.5,ode,17,1,0.2,,,,0,,0,0,1
curvature:mid:ode:17,curvature,mid,0.5,ode,17,3,0.2,,,,0,,0,0,1
curvature:mid:ode:17,curvature,mid,0.5,ode,17,5,0.2,,,,0,,0,0,1
curvature:mid:ode:18,curvature,mid,0.5,ode,18,1,0.2,0.7,,,0,,0,1,0
curvature:mid:ode:18,curvature,mid,0.5,ode,18,3,0.2,0.7,,,0,,0,1,0
curvature:mid:ode:18,curvature,mid,0.5,ode,18,5,0.2,0.7,,,0,,0,1,0
curvature:mid:ode:19,curvature,mid,0.5,ode,19,1,0.2,,,,0,,0,0,1
curvature:mid:ode:19,curvature,mid,0.5,ode,19,3,0.2,,,,0,,0,0,1
curvature:mid:ode:19,curvature,mid,0.5,ode,19,5,0.2,,,,0,,0,0,1
curvature:high:spline:0,curvature,high,0.8,spline,0,1,0.2,0.5,0.5,,1,,0,0,0
curvature:high:spline:0,curvature,high,0.8,spline,0,3,0.2,0.5,0.5,,1,,0,0,0
curvature:high:spline:0,curvature,high,0.8,spline,0,5,0.2,0.5,0.5,,1,,0,0,0
curvature:high:spline:1,curvature,high,0.8,spline,1,1,0.2,,,,0,,0,0,1
curvature:high:spline:1,curvature,high,0.8,spline,1,3,0.2,,,,0,,0,0,1
curvature:high:spline:1,curvature,high,0.8,spline,1,5,0.2,,,,0,,0,1,0
curvature:high:spline:2,curvature,high,0.8,spline,2,1,0.2,,,,0,,0,0,1
curvature:high:spline:2,curvature,high,0.8,spline,2,3,0.2,,,,0,,0,0,1
curvature:high:spline:2,curvature,high,0.8,spline,2,5,0.2,,,,0,,0,0,1
curvature:high:spline:3,curvature,high,0.8,spline,3,1,0.2,,,,0,,0,0,1
curvature:high:spline:3,curvature,high,0.8,spline,3,3,0.2,,,,0,,0,0,1
curvature:high:spline:3,curvature,high,0.8,spline,3,5,0.2,,,,0,,0,1,0
curvature:high:spline:4,curvature,high,0.8,spline,4,1,0.2,,,,0,,0,0,1
curvature:high:spline:4,curvature,high,0.8,spline,4,3,0.2,,,,0,,0,0,1
curvature:high:spline:4,curvature,high,0.8,spline,4,5,0.2,,,,0,,0,0,1
curvature:high:spline:5,curvature,high,0.8,spline,5,1,0.2,,,,0,,0,0,1
curvature:high:spline:5,curvature,high,0.8,spline,5,3,0.2,,,,0,,0,1,0
curvature:high:spline:5,curvature,high,0.8,spline,5,5,0.2,,,,0,,0,1,0
curvature:high:spline:6,curvature,high,0.8,spline,6,1,0.2,,,,0,,0,0,1
curvature:high:spline:6,curvature,high,0.8,spline,6,3,0.2,,,,0,,0,0,1
curvature:high:spline:6,curvature,high,0.8,spline,6,5,0.2,,,,0,,0,1,0
curvature:high:spline:7,curvature,high,0.8,spline,7,1,0.2,,,,0,,0,0,1
curvature:high:spline:7,curvature,high,0.8,spline,7,3,0.2,,,,0,,0,0,1
curvature:high:spline:7,curvature,high,0.8,spline,7,5,0.2,,,,0,,0,0,1
curvature:high:spline:8,curvature,high,0.8,spline,8,1,0.2,,,,0,,0,0,1
curvature:high:spline:8,curvature,high,0.8,spline,8,3,0.2,,,,0,,0,0,1
curvature:high:spline:8,curvature,high,0.8,spline,8,5,0.2,,,,0,,0,0,1
curvature:high:spline:9,curvature,high,0.8,spline,9,1,0.2,,,,0,,0,0,1
curvature:high:spline:9,curvature,high,0.8,spline,9,3,0.2,,,,0,,0,0,1
curvature:high:spline:9,curvature,high,0.8,spline,9,5,0.2,,,,0,,0,0,1
curvature:high:spline:10,curvature,high,0.8,spline,10,1,0.2,,,,0,,0,0,1
curvature:high:spline:10,curvature,high,0.8,spline,10,3,0.2,,,,0,,0,1,0
curvature:high:spline:10,curvature,high,0.8,spline,10,5,0.2,,,,0,,0,1,0
curvature:high:spline:11,curvature,high,0.8,spline,11,1,0.2,,,,0,,0,0,1
curvature:high:spline:11,curvature,high,0.8,spline,11,3,0.2,,,,0,,0,0,1
curvature:high:spline:11,curvature,high,0.8,spline,11,5,0.2,,,,0,,0,0,1
curvature:high:spline:12,curvature,high,0.8,spline,12,1,0.2,,,,0,,0,1,0
curvature:high:spline:12,curvature,high,0.8,spline,12,3,0.2,,,,0,,0,1,0
curvature:high:spline:12,curvature,high,0.8,spline,12,5,0.2,,,,0,,0,1,0
curvature:high:spline:13,curvature,high,0.8,spline,13,1,0.2,0.6,,,0,,0,1,0
curvature:high:spline:13,curvature,high,0.8,spline,13,3,0.2,0.6,,,0,,0,1,0
curvature:high:spline:13,curvature,high,0.8,spline,13,5,0.2,0.6,,,0,,0,1,0
curvature:high:spline:14,curvature,high,0.8,spline,14,1,0.2,,,,0,,0,0,1
curvature:high:spline:14,curvature,high,0.8,spline,14,3,0.2,,,,0,,0,0,1
curvature:high:spline:14,curvature,high,0.8,spline,14,5,0.2,,,,0,,0,0,1
curvature:high:spline:15,curvature,high,0.8,spline,15,1,0.2,,,,0,,0,1,0
curvature:high:spline:15,curvature,high,0.8,spline,15,3,0.2,,,,0,,0,1,0
curvature:high:spline:15,curvature,high,0.8,spline,15,5,0.2,,,,0,,0,1,0
curvature:high:spline:16,curvature,high,0.8,spline,16,1,0.2,,,,0,,0,0,1
curvature:high:spline:16,curvature,high,0.8,spline,16,3,0.2,,,,0,,0,0,1
curvature:high:spline:16,curvature,high,0.8,spline,16,5,0.2,,,,0,,0,1,0
curvature:high:spline:17,curvature,high,0.8,spline,17,1,0.2,0.5,,,0,,0,1,0
curvature:high:spline:17,curvature,high,0.8,spline,17,3,0.2,0.5,0.5,,1,,0,1,0
curvature:high:spline:17,curvature,high,0.8,spline,17,5,0.2,0.5,0.5,,1,,0,1,0
curvature:high:spline:18,curvature,high,0.8,spline,18,1,0.2,,,,0,,0,0,1
curvature:high:spline:18,curvature,high,0.8,spline,18,3,0.2,,,,0,,0,0,1
curvature:high:spline:18,curvature,high,0.8,spline,18,5,0.2,,,,0,,0,0,1
curvature:high:spline:19,curvature,high,0.8,spline,19,1,0.2,,,,0,,0,1,0
curvature:high:spline:19,curvature,high,0.8,spline,19,3,0.2,,,,0,,0,1,0
curvature:high:spline:19,curvature,high,0.8,spline,19,5,0.2,,,,0,,0,1,0
curvature:high:basis:0,curvature,high,0.8,basis,0,1,0.2,,,,0,,0,0,1
curvature:high:basis:0,curvature,high,0.8,basis,0,3,0.2,,,,0,,0,0,1
curvature:high:basis:0,curvature,high,0.8,basis,0,5,0.2,,,,0,,0,0,1
curvature:high:basis:1,curvature,high,0.8,basis,1,1,0.2,,,,0,,0,0,1
curvature:high:basis:1,curvature,high,0.8,basis,1,3,0.2,,,,0,,0,0,1
curvature:high:basis:1,curvature,high,0.8,basis,1,5,0.2,,,,0,,0,0,1
curvature:high:basis:2,curvature,high,0.8,basis,2,1,0.2,0.5,0.5,,1,,0,0,0
curvature:high:basis:2,curvature,high,0.8,basis,2,3,0.2,0.5,0.5,,1,,0,0,0
curvature:high:basis:2,curvature,high,0.8,basis,2,5,0.2,0.5,0.5,,1,,0,0,0
curvature:high:basis:3,curvature,high,0.8,basis,3,1,0.2,,,,0,,0,1,0
curvature:high:basis:3,curvature,high,0.8,basis,3,3,0.2,,,,0,,0,1,0
curvature:high:basis:3,curvature,high,0.8,basis,3,5,0.2,,,,0,,0,1,0
curvature:high:basis:4,curvature,high,0.8,basis,4,1,0.2,0.5,,,0,,0,1,0
curvature:high:basis:4,curvature,high,0.8,basis,4,3,0.2,0.5,,,0,,0,1,0
curvature:high:basis:4,curvature,high,0.8,basis,4,5,0.2,0.5,,,0,,0,1,0
curvature:high:basis:5,curvature,high,0.8,basis,5,1,0.2,,,,0,,0,0,1
curvature:high:basis:5,curvature,high,0.8,basis,5,3,0.2,,,,0,,0,0,1
curvature:high:basis:5,curvature,high,0.8,basis,5,5,0.2,,,,0,,0,0,1
curvature:high:basis:6,curvature,high,0.8,basis,6,1,0.2,0.6,0.6,,1,,0,0,0
curvature:high:basis:6,curvature,high,0.8,basis,6,3,0.2,0.6,0.6,,1,,0,0,0
curvature:high:basis:6,curvature,high,0.8,basis,6,5,0.2,0.6,0.6,,1,,0,0,0
curvature:high:basis:7,curvature,high,0.8,basis,7,1,0.2,0.5,0.5,,1,,0,0,0
curvature:high:basis:7,curvature,high,0.8,basis,7,3,0.2,0.5,0.5,,1,,0,0,0
curvature:high:basis:7,curvature,high,0.8,basis,7,5,0.2,0.5,0.5,,1,,0,0,0
curvature:high:basis:8,curvature,high,0.8,basis,8,1,0.2,,,,0,,0,0,1
curvature:high:basis:8,curvature,high,0.8,basis,8,3,0.2,,,,0,,0,0,1
curvature:high:basis:8,curvature,high,0.8,basis,8,5,0.2,,,,0,,0,0,1
curvature:high:basis:9,curvature,high,0.8,basis,9,1,0.2,,,,0,,0,0,1
curvature:high:basis:9,curvature,high,0.8,basis,9,3,0.2,,,,0,,0,0,1
