task_id,generator_family,eta,eta_value,intended_atoms,realized_P_star_atoms,P_star_size,base_hash,intervened_core_hash,core_equal,intervention_family,intervention_seed,intervention_parameters,requested_scope_stratum,measured_scope_stratum,atom_Ea_json,atom_Va_json,atom_Ca_json,full_CP_star,measured_H_valid,censored,candidate_count,accepted_attempt,acceptance,rejection_reason
direction+inflection+bound:basis:mid:persistent_within_tested_domain:7,basis,mid,0.5,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,fee7257891c95d41936a4223b8b01b4af9d1ba5f2fb4af10d6455332b8b0b60a,d381bab85848cd6a994848d16cedb706cdcc133dfbc0c37cc119c9320d6bfac7,1,c2_negative_level_excursion,2482627382,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 2482627382, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.00011150616199555103, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
direction+inflection+bound:basis:mid:persistent_within_tested_domain:8,basis,mid,0.5,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,988be55a5218fa5a7eb0e3b2568900002dad703395e4656e479938ce33063ec3,c35b3c9d3f4e6765a13856c6858707ad0a54e4b9b74e176e2013dc68e9f37c96,1,c2_negative_level_excursion,4106490272,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 4106490272, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 2.5401619101297e-21, ""inflection_concave_to_convex"": 0.0016873052283379781, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
direction+inflection+bound:basis:mid:persistent_within_tested_domain:9,basis,mid,0.5,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,ffe81724fc9471a056ac9e89c43c8ae2214fdcc6c566a5e1eba1673e355d6099,6df77ac3989341b9958d97131dce5f8111d3e945dc3a5a404583ab13fc6bba6f,1,c2_negative_level_excursion,3301052225,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3301052225, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.0015908309442113533, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
direction+inflection+bound:basis:high:limited:0,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,50af769685d411b91a66c5dddf68f5391af6849386054f159f3d37ab71f66662,63991e9c4c006707788574bd6c74066ed5a21d17261db0b70b20d455c98b5b56,1,c2_negative_level_excursion,4271226209,"{""amplitude"": 0.20312256883318733, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 4271226209, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 7.293966816646852e-10, ""inflection_concave_to_convex"": 0.0029765286378784866, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:1,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,f836c66be4ad20a15667a96a1af28df0a962af9f630a9bce0e767006fa064d0f,a1e855878f4d2b11c2b66f516997604a103054b7781d470a94aa8014da6d0da7,1,c2_negative_level_excursion,1042893145,"{""amplitude"": 0.2031229412013261, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 1042893145, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 3.776232536205574e-12, ""inflection_concave_to_convex"": 0.0026102828349857956, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:2,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,a0253f028263d7ca3410bfa23aed78fb5c95e69eb529526317afb241fbab25e1,9b62196fa591beddf6b31dc5327995c2ecb4a52f0c72c972457e08631b8f9a46,1,c2_negative_level_excursion,386039866,"{""amplitude"": 0.20312294806628023, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 386039866, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 3.3860792943693437e-08, ""inflection_concave_to_convex"": 0.0033925794369540707, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:3,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,0756bf2e56ce5bdc5089b873e99fc37cbab941f5ed86ae0283bb689fc14b499c,4988b2830eef0f7a5eef1ae14f1db8865d8cddee2ad692cfdeef448564dec197,1,c2_negative_level_excursion,4232312624,"{""amplitude"": 0.203122779092703, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 4232312624, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5, ""inflection_concave_to_convex"": 0.0005026033859756938, ""lower_bound_0"": 0.280850671024648}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:4,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,e7fd9d89a4a527be2df3943d074ed4303272243dc1ceefaf5666620cc52815b1,43b7930e5d5ee187a4cccfd780ee65eb540165b327651348fc73a7a0b6efad52,1,c2_negative_level_excursion,596131727,"{""amplitude"": 0.20312259695527607, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 596131727, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.8075758330806406, ""inflection_concave_to_convex"": 5.05930458301203e-05, ""lower_bound_0"": 1.977510341490319e-20}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:5,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,1bed2fd6491fdfbf0643b4080a2bdaaef0d44fe5f0ac33f30cc0738333cca61a,fa983b491c5c9b8d6ac041b5dc24e41bd176b0140f47386cba7e1f33732950c6,1,c2_negative_level_excursion,3334674945,"{""amplitude"": 0.20312235335609438, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 3334674945, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.898958067272981, ""inflection_concave_to_convex"": 4.228878237799403e-05, ""lower_bound_0"": 2.6223485688068614e-19}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:6,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,39a997ed523956c2376401443e22c23788c201e062bcfb4e827dc4a2256eeedf,6f14e8a4ba126b5955c1c7037a0b9bf352f6af57262611a88e4660f139050427,1,c2_negative_level_excursion,3783605156,"{""amplitude"": 0.20312243257706095, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 3783605156, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.029944320554917e-10, ""inflection_concave_to_convex"": 0.0022352186667178404, ""lower_bound_0"": 2.878913908406561e-09}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:7,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,e3a5a0b75b501a60d27f7bd7da58363211fdbc170c9208f30a5305262c182f55,f555f5b829395d594ee0afb8e9a47ebbf6d1d8ed8f15cb563299805688313970,1,c2_negative_level_excursion,2525712413,"{""amplitude"": 0.20312271703932833, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 2525712413, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.0003209884952254357, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:8,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,40e18c0b7701d0155c063585de154b506f6735a1a96414f75e1e35c6efca86e9,5b1d174559b132afd922cd6f5ba050980d9c32d66fae0d4720de22dcebd8f4aa,1,c2_negative_level_excursion,286784467,"{""amplitude"": 0.20312241582698382, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 286784467, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 0.0001371634659579723, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:limited:9,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,af42d6312b14946e2ad52ccc2b31f0e98b1471a4d292af34e40bd9221f5cdad3,60ac63036a138f3de86a7e17c549995b34661704a63acfa66c6b47ac21b2a848,1,c2_negative_level_excursion,3203000413,"{""amplitude"": 0.20312260403001817, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 3203000413, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.97906152157297, ""inflection_concave_to_convex"": 4.17348453161862e-05, ""lower_bound_0"": 6.034997169282844e-16}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0]}",0|0|0|0|0,0.8,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:0,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,115fd4aa7e9017db3a9d674b981ebd6165422ca9638aaee4e800d68fd4a79d4c,aa94d4361eb3ce63c376d7cb105257a9b0480e47dc85b6ab80fad143e641291b,1,c2_negative_level_excursion,4192146098,"{""amplitude"": 0.11860391939032701, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 4192146098, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 5.678888960687026e-05, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:1,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,f2780c6810401eac382aa461ce214d8768441c3f94395323f4aa77f998601d53,ab9a41af0e5f85db726300816c6c17faf687e24bb0e7b958f795a694d075232b,1,c2_negative_level_excursion,3067732566,"{""amplitude"": 0.11860699801954054, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3067732566, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 8.75651076269652e-27, ""inflection_concave_to_convex"": 8.1577105714945e-05, ""lower_bound_0"": 8.75651076269652e-27}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:2,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,fcbfdcbcf46d5a6dd0da6249edb1bc805f7076e7467e0aa2e00d9560b66deb0e,5e9e9f2453568aad9b413d30a1e8c6fb70cf90c236f95d1bebc35a06eb1ec6a8,1,c2_negative_level_excursion,272204972,"{""amplitude"": 0.11860398407414342, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 272204972, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.49999999999999956, ""inflection_concave_to_convex"": 4.590507929776522e-05, ""lower_bound_0"": 0.49999999999999956}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:3,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,27e83611cb2828058aa82e87c3afb25b15d609d0d16aa8f05275337451b5a30a,428d9ecdf008e7540647005e57969e486338a0140577d90655a19ac20d833196,1,c2_negative_level_excursion,2742300679,"{""amplitude"": 0.11860384786694983, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 2742300679, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5130336194530952, ""inflection_concave_to_convex"": 9.116866167238918e-05, ""lower_bound_0"": 5.908835262335795e-22}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:4,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,034a65631c96375700dcb7e5f1ff566fd52df3004ea3ab096939eecb29145117,0819a1faeea4a7faf4736ddbf4d9321107e837273d179a82e7a6c97dbcb5c6d5,1,c2_negative_level_excursion,1510253526,"{""amplitude"": 0.1186078890715292, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 1510253526, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5000000000000004, ""inflection_concave_to_convex"": 0.0007451478206507039, ""lower_bound_0"": 0.22604435486659546}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:5,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,4c3f7c49c544c6957998688e306ea416af0bd1131b971cd98314d3d4b9ac42f2,f1c87d60833fcce04474890efc92f7e2626348183346cc386aaf1e7716c6897c,1,c2_negative_level_excursion,3438827884,"{""amplitude"": 0.11860554665648311, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3438827884, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.9854023464210372, ""inflection_concave_to_convex"": 8.8441475894588e-05, ""lower_bound_0"": 1.4431420202568837e-13}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:6,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,63a23cc2497fa7be0dfe369861cb89d9dd6d7cce7c9b80274d1b6c090e054531,a8a60b9e9ac15fc32e5f522c7d31a74f9f025f2d70d3950b46628aaf824f6ea3,1,c2_negative_level_excursion,2979655213,"{""amplitude"": 0.11860782789363947, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 2979655213, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5, ""inflection_concave_to_convex"": 6.489282970150919e-05, ""lower_bound_0"": 0.5}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
direction+inflection+bound:basis:high:intermediate:7,basis,high,0.8,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,eaec09f5a33493e6aeb81e8feb299a3d8d356ba50968c2c4b066a56fba586502,b4dce62858833e9a38be79602ca29b08411390b469572f254f187acb635acf84,1,c2_negative_level_excursion,3354205922,"{""amplitude"": 0.11860483372108024, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3354205922, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 8.75651076269652e-27, ""direction_decreasing"": 0.5000000000000001, ""inflection_concave_to_convex"": 3.590811100491908e-05, ""lower_bound_0"": 0.5000000000000001}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""direction_decreasing"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0]}",1|1|1|0|0,1.0,0,15,1,accepted,
