task_id,operation_id,coverage,expected_coverage,same_ESS,finite_support_audit
direction+curvature+asymptote:ode:22,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:22,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:23,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:23,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:23,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:23,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:23,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:23,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:23,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:24,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:24,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:24,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:24,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:24,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:24,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:24,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:25,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:25,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:25,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:25,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:25,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:25,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:25,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:26,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:26,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:26,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:26,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:26,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:26,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:26,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:27,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:27,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:27,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:27,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:27,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:27,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:27,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:28,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:28,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:28,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:28,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:28,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:28,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:28,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+asymptote:ode:29,omit:asymptote_to_0_from_above,1,1,1,1
direction+curvature+asymptote:ode:29,omit:curvature_convex,1,1,1,1
direction+curvature+asymptote:ode:29,omit:direction_decreasing,1,1,1,1
direction+curvature+asymptote:ode:29,add:regime_postchange,0,0,1,1
direction+curvature+asymptote:ode:29,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,0,0,1,1
direction+curvature+asymptote:ode:29,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+asymptote:ode:29,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:0,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:0,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:0,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:0,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:0,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:0,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:1,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:1,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:1,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:1,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:1,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:1,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:2,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:2,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:2,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:2,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:2,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:2,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:3,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:3,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:3,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:3,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:3,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:3,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:4,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:4,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:4,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:4,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:4,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:4,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:5,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:5,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:5,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:5,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:5,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:5,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:6,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:6,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:6,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:6,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:6,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:6,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:7,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:7,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:7,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:7,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:7,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:7,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:8,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:8,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:8,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:8,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:8,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:8,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:9,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:9,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:9,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:9,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:9,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:9,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:10,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:10,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:10,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:10,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:10,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:10,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:11,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:11,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:11,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:11,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:11,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:11,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:12,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:12,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:12,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:12,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:12,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:12,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:13,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:13,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:13,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:13,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:13,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:13,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:14,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:14,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:14,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:14,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:14,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:14,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:15,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:15,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:15,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:15,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:15,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:15,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:16,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:16,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:16,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:16,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:16,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:16,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:17,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:17,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:17,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:17,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:17,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:17,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:18,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:18,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:18,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:18,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:18,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:18,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:19,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:19,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:19,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:19,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:19,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:19,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:20,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:20,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:20,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:20,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:20,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:20,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:21,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:21,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:21,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:21,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:21,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:21,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:22,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:22,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:22,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:22,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:22,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:22,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:23,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:23,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:23,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:23,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:23,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:23,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:24,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:24,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:24,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:24,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:24,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:24,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:25,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:25,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:25,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:25,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:25,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:25,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:26,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:26,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:26,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:26,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:26,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:26,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:27,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:27,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:27,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:27,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:27,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:27,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:28,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:28,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:28,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:28,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:28,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:28,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:spline:29,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:spline:29,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:spline:29,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:spline:29,add:regime_postchange,0,0,1,1
direction+inflection+bound:spline:29,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:spline:29,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:0,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:0,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:0,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:0,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:0,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:0,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:1,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:1,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:1,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:1,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:1,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:1,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:2,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:2,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:2,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:2,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:2,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:2,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:3,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:3,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:3,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:3,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:3,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:3,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:4,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:4,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:4,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:4,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:4,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:4,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:5,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:5,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:5,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:5,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:5,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:5,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:6,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:6,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:6,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:6,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:6,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:6,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:7,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:7,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:7,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:7,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:7,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:7,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:8,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:8,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:8,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:8,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:8,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:8,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:9,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:9,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:9,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:9,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:9,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:9,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:10,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:10,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:10,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:10,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:10,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:10,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:11,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:11,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:11,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:11,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:11,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:11,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:12,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:12,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:12,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:12,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:12,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:12,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:13,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:13,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:13,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:13,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:13,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:13,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:14,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:14,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:14,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:14,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:14,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:14,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:15,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:15,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:15,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:15,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:15,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:15,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:16,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:16,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:16,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:16,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:16,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:16,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:17,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:17,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:17,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:17,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:17,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:17,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:18,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:18,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:18,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:18,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:18,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:18,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:19,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:19,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:19,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:19,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:19,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:19,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:20,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:20,omit:inflection_concave_to_convex,1,1,1,1
direction+inflection+bound:basis:20,omit:lower_bound_0,1,1,1,1
direction+inflection+bound:basis:20,add:regime_postchange,0,0,1,1
direction+inflection+bound:basis:20,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+inflection+bound:basis:20,reverse:inflection_concave_to_convex->inflection_convex_to_concave,0,0,1,1
direction+inflection+bound:basis:21,omit:direction_decreasing,1,1,1,1
direction+inflection+bound:basis:21,omit:inflection_concave_to_convex,1,1,1,1
