task_id,intent_atom_ids_match,unique_envelope,coverage_preserving,shared_bank_candidates,nonnegative_gap,nested_floor_zero,no_utility_engine_api
inflection+bound+asymptote:spline:8,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:9,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:10,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:11,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:12,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:13,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:14,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:15,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:16,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:17,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:18,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:19,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:20,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:21,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:22,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:23,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:24,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:25,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:26,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:27,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:28,True,True,True,True,True,True,True
inflection+bound+asymptote:spline:29,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:0,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:1,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:2,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:3,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:4,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:5,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:6,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:7,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:8,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:9,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:10,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:11,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:12,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:13,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:14,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:15,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:16,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:17,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:18,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:19,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:20,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:21,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:22,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:23,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:24,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:25,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:26,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:27,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:28,True,True,True,True,True,True,True
inflection+bound+asymptote:basis:29,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:0,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:1,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:2,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:3,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:4,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:5,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:6,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:7,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:8,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:9,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:10,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:11,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:12,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:13,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:14,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:15,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:16,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:17,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:18,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:19,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:20,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:21,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:22,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:23,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:24,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:25,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:26,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:27,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:28,True,True,True,True,True,True,True
inflection+bound+asymptote:ode:29,True,True,True,True,True,True,True
turning+bound+asymptote:spline:0,True,True,True,True,True,True,True
turning+bound+asymptote:spline:1,True,True,True,True,True,True,True
turning+bound+asymptote:spline:2,True,True,True,True,True,True,True
turning+bound+asymptote:spline:3,True,True,True,True,True,True,True
turning+bound+asymptote:spline:4,True,True,True,True,True,True,True
turning+bound+asymptote:spline:5,True,True,True,True,True,True,True
turning+bound+asymptote:spline:6,True,True,True,True,True,True,True
turning+bound+asymptote:spline:7,True,True,True,True,True,True,True
turning+bound+asymptote:spline:8,True,True,True,True,True,True,True
turning+bound+asymptote:spline:9,True,True,True,True,True,True,True
turning+bound+asymptote:spline:10,True,True,True,True,True,True,True
turning+bound+asymptote:spline:11,True,True,True,True,True,True,True
turning+bound+asymptote:spline:12,True,True,True,True,True,True,True
turning+bound+asymptote:spline:13,True,True,True,True,True,True,True
turning+bound+asymptote:spline:14,True,True,True,True,True,True,True
turning+bound+asymptote:spline:15,True,True,True,True,True,True,True
turning+bound+asymptote:spline:16,True,True,True,True,True,True,True
turning+bound+asymptote:spline:17,True,True,True,True,True,True,True
turning+bound+asymptote:spline:18,True,True,True,True,True,True,True
turning+bound+asymptote:spline:19,True,True,True,True,True,True,True
turning+bound+asymptote:spline:20,True,True,True,True,True,True,True
turning+bound+asymptote:spline:21,True,True,True,True,True,True,True
turning+bound+asymptote:spline:22,True,True,True,True,True,True,True
turning+bound+asymptote:spline:23,True,True,True,True,True,True,True
turning+bound+asymptote:spline:24,True,True,True,True,True,True,True
turning+bound+asymptote:spline:25,True,True,True,True,True,True,True
turning+bound+asymptote:spline:26,True,True,True,True,True,True,True
turning+bound+asymptote:spline:27,True,True,True,True,True,True,True
turning+bound+asymptote:spline:28,True,True,True,True,True,True,True
turning+bound+asymptote:spline:29,True,True,True,True,True,True,True
turning+bound+asymptote:basis:0,True,True,True,True,True,True,True
turning+bound+asymptote:basis:1,True,True,True,True,True,True,True
turning+bound+asymptote:basis:2,True,True,True,True,True,True,True
turning+bound+asymptote:basis:3,True,True,True,True,True,True,True
turning+bound+asymptote:basis:4,True,True,True,True,True,True,True
turning+bound+asymptote:basis:5,True,True,True,True,True,True,True
turning+bound+asymptote:basis:6,True,True,True,True,True,True,True
turning+bound+asymptote:basis:7,True,True,True,True,True,True,True
turning+bound+asymptote:basis:8,True,True,True,True,True,True,True
turning+bound+asymptote:basis:9,True,True,True,True,True,True,True
turning+bound+asymptote:basis:10,True,True,True,True,True,True,True
turning+bound+asymptote:basis:11,True,True,True,True,True,True,True
turning+bound+asymptote:basis:12,True,True,True,True,True,True,True
turning+bound+asymptote:basis:13,True,True,True,True,True,True,True
turning+bound+asymptote:basis:14,True,True,True,True,True,True,True
turning+bound+asymptote:basis:15,True,True,True,True,True,True,True
turning+bound+asymptote:basis:16,True,True,True,True,True,True,True
turning+bound+asymptote:basis:17,True,True,True,True,True,True,True
turning+bound+asymptote:basis:18,True,True,True,True,True,True,True
turning+bound+asymptote:basis:19,True,True,True,True,True,True,True
turning+bound+asymptote:basis:20,True,True,True,True,True,True,True
turning+bound+asymptote:basis:21,True,True,True,True,True,True,True
turning+bound+asymptote:basis:22,True,True,True,True,True,True,True
turning+bound+asymptote:basis:23,True,True,True,True,True,True,True
turning+bound+asymptote:basis:24,True,True,True,True,True,True,True
turning+bound+asymptote:basis:25,True,True,True,True,True,True,True
turning+bound+asymptote:basis:26,True,True,True,True,True,True,True
turning+bound+asymptote:basis:27,True,True,True,True,True,True,True
turning+bound+asymptote:basis:28,True,True,True,True,True,True,True
turning+bound+asymptote:basis:29,True,True,True,True,True,True,True
turning+bound+asymptote:ode:0,True,True,True,True,True,True,True
turning+bound+asymptote:ode:1,True,True,True,True,True,True,True
turning+bound+asymptote:ode:2,True,True,True,True,True,True,True
turning+bound+asymptote:ode:3,True,True,True,True,True,True,True
turning+bound+asymptote:ode:4,True,True,True,True,True,True,True
turning+bound+asymptote:ode:5,True,True,True,True,True,True,True
turning+bound+asymptote:ode:6,True,True,True,True,True,True,True
turning+bound+asymptote:ode:7,True,True,True,True,True,True,True
turning+bound+asymptote:ode:8,True,True,True,True,True,True,True
turning+bound+asymptote:ode:9,True,True,True,True,True,True,True
turning+bound+asymptote:ode:10,True,True,True,True,True,True,True
turning+bound+asymptote:ode:11,True,True,True,True,True,True,True
turning+bound+asymptote:ode:12,True,True,True,True,True,True,True
turning+bound+asymptote:ode:13,True,True,True,True,True,True,True
turning+bound+asymptote:ode:14,True,True,True,True,True,True,True
turning+bound+asymptote:ode:15,True,True,True,True,True,True,True
turning+bound+asymptote:ode:16,True,True,True,True,True,True,True
turning+bound+asymptote:ode:17,True,True,True,True,True,True,True
turning+bound+asymptote:ode:18,True,True,True,True,True,True,True
turning+bound+asymptote:ode:19,True,True,True,True,True,True,True
turning+bound+asymptote:ode:20,True,True,True,True,True,True,True
turning+bound+asymptote:ode:21,True,True,True,True,True,True,True
turning+bound+asymptote:ode:22,True,True,True,True,True,True,True
turning+bound+asymptote:ode:23,True,True,True,True,True,True,True
turning+bound+asymptote:ode:24,True,True,True,True,True,True,True
turning+bound+asymptote:ode:25,True,True,True,True,True,True,True
turning+bound+asymptote:ode:26,True,True,True,True,True,True,True
turning+bound+asymptote:ode:27,True,True,True,True,True,True,True
turning+bound+asymptote:ode:28,True,True,True,True,True,True,True
turning+bound+asymptote:ode:29,True,True,True,True,True,True,True
regime+bound+asymptote:spline:0,True,True,True,True,True,True,True
regime+bound+asymptote:spline:1,True,True,True,True,True,True,True
regime+bound+asymptote:spline:2,True,True,True,True,True,True,True
regime+bound+asymptote:spline:3,True,True,True,True,True,True,True
regime+bound+asymptote:spline:4,True,True,True,True,True,True,True
regime+bound+asymptote:spline:5,True,True,True,True,True,True,True
regime+bound+asymptote:spline:6,True,True,True,True,True,True,True
regime+bound+asymptote:spline:7,True,True,True,True,True,True,True
regime+bound+asymptote:spline:8,True,True,True,True,True,True,True
regime+bound+asymptote:spline:9,True,True,True,True,True,True,True
regime+bound+asymptote:spline:10,True,True,True,True,True,True,True
regime+bound+asymptote:spline:11,True,True,True,True,True,True,True
regime+bound+asymptote:spline:12,True,True,True,True,True,True,True
regime+bound+asymptote:spline:13,True,True,True,True,True,True,True
regime+bound+asymptote:spline:14,True,True,True,True,True,True,True
regime+bound+asymptote:spline:15,True,True,True,True,True,True,True
regime+bound+asymptote:spline:16,True,True,True,True,True,True,True
regime+bound+asymptote:spline:17,True,True,True,True,True,True,True
regime+bound+asymptote:spline:18,True,True,True,True,True,True,True
regime+bound+asymptote:spline:19,True,True,True,True,True,True,True
regime+bound+asymptote:spline:20,True,True,True,True,True,True,True
regime+bound+asymptote:spline:21,True,True,True,True,True,True,True
regime+bound+asymptote:spline:22,True,True,True,True,True,True,True
regime+bound+asymptote:spline:23,True,True,True,True,True,True,True
regime+bound+asymptote:spline:24,True,True,True,True,True,True,True
regime+bound+asymptote:spline:25,True,True,True,True,True,True,True
regime+bound+asymptote:spline:26,True,True,True,True,True,True,True
regime+bound+asymptote:spline:27,True,True,True,True,True,True,True
regime+bound+asymptote:spline:28,True,True,True,True,True,True,True
regime+bound+asymptote:spline:29,True,True,True,True,True,True,True
regime+bound+asymptote:basis:0,True,True,True,True,True,True,True
regime+bound+asymptote:basis:1,True,True,True,True,True,True,True
regime+bound+asymptote:basis:2,True,True,True,True,True,True,True
regime+bound+asymptote:basis:3,True,True,True,True,True,True,True
regime+bound+asymptote:basis:4,True,True,True,True,True,True,True
regime+bound+asymptote:basis:5,True,True,True,True,True,True,True
regime+bound+asymptote:basis:6,True,True,True,True,True,True,True
regime+bound+asymptote:basis:7,True,True,True,True,True,True,True
regime+bound+asymptote:basis:8,True,True,True,True,True,True,True
regime+bound+asymptote:basis:9,True,True,True,True,True,True,True
regime+bound+asymptote:basis:10,True,True,True,True,True,True,True
regime+bound+asymptote:basis:11,True,True,True,True,True,True,True
regime+bound+asymptote:basis:12,True,True,True,True,True,True,True
regime+bound+asymptote:basis:13,True,True,True,True,True,True,True
regime+bound+asymptote:basis:14,True,True,True,True,True,True,True
regime+bound+asymptote:basis:15,True,True,True,True,True,True,True
regime+bound+asymptote:basis:16,True,True,True,True,True,True,True
regime+bound+asymptote:basis:17,True,True,True,True,True,True,True
regime+bound+asymptote:basis:18,True,True,True,True,True,True,True
regime+bound+asymptote:basis:19,True,True,True,True,True,True,True
regime+bound+asymptote:basis:20,True,True,True,True,True,True,True
regime+bound+asymptote:basis:21,True,True,True,True,True,True,True
regime+bound+asymptote:basis:22,True,True,True,True,True,True,True
regime+bound+asymptote:basis:23,True,True,True,True,True,True,True
regime+bound+asymptote:basis:24,True,True,True,True,True,True,True
regime+bound+asymptote:basis:25,True,True,True,True,True,True,True
regime+bound+asymptote:basis:26,True,True,True,True,True,True,True
regime+bound+asymptote:basis:27,True,True,True,True,True,True,True
regime+bound+asymptote:basis:28,True,True,True,True,True,True,True
regime+bound+asymptote:basis:29,True,True,True,True,True,True,True
regime+bound+asymptote:ode:0,True,True,True,True,True,True,True
regime+bound+asymptote:ode:1,True,True,True,True,True,True,True
regime+bound+asymptote:ode:2,True,True,True,True,True,True,True
regime+bound+asymptote:ode:3,True,True,True,True,True,True,True
regime+bound+asymptote:ode:4,True,True,True,True,True,True,True
regime+bound+asymptote:ode:5,True,True,True,True,True,True,True
regime+bound+asymptote:ode:6,True,True,True,True,True,True,True
regime+bound+asymptote:ode:7,True,True,True,True,True,True,True
regime+bound+asymptote:ode:8,True,True,True,True,True,True,True
regime+bound+asymptote:ode:9,True,True,True,True,True,True,True
regime+bound+asymptote:ode:10,True,True,True,True,True,True,True
regime+bound+asymptote:ode:11,True,True,True,True,True,True,True
regime+bound+asymptote:ode:12,True,True,True,True,True,True,True
regime+bound+asymptote:ode:13,True,True,True,True,True,True,True
regime+bound+asymptote:ode:14,True,True,True,True,True,True,True
regime+bound+asymptote:ode:15,True,True,True,True,True,True,True
regime+bound+asymptote:ode:16,True,True,True,True,True,True,True
regime+bound+asymptote:ode:17,True,True,True,True,True,True,True
regime+bound+asymptote:ode:18,True,True,True,True,True,True,True
regime+bound+asymptote:ode:19,True,True,True,True,True,True,True
regime+bound+asymptote:ode:20,True,True,True,True,True,True,True
regime+bound+asymptote:ode:21,True,True,True,True,True,True,True
regime+bound+asymptote:ode:22,True,True,True,True,True,True,True
regime+bound+asymptote:ode:23,True,True,True,True,True,True,True
regime+bound+asymptote:ode:24,True,True,True,True,True,True,True
regime+bound+asymptote:ode:25,True,True,True,True,True,True,True
regime+bound+asymptote:ode:26,True,True,True,True,True,True,True
regime+bound+asymptote:ode:27,True,True,True,True,True,True,True
regime+bound+asymptote:ode:28,True,True,True,True,True,True,True
regime+bound+asymptote:ode:29,True,True,True,True,True,True,True
