task_id,field,generator,draw,baseline_specification_state,sign,epsilon_break,break_status,epsilon_CW,CW_status,delta_epsilon_CW
inflection_location:spline:4,inflection_location,spline,4,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:4,inflection_location,spline,4,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:4,inflection_location,spline,4,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:4,inflection_location,spline,4,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:4,inflection_location,spline,4,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:5,inflection_location,spline,5,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:5,inflection_location,spline,5,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:5,inflection_location,spline,5,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:5,inflection_location,spline,5,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:5,inflection_location,spline,5,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:5,inflection_location,spline,5,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:6,inflection_location,spline,6,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:6,inflection_location,spline,6,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:6,inflection_location,spline,6,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:6,inflection_location,spline,6,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:6,inflection_location,spline,6,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:6,inflection_location,spline,6,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:7,inflection_location,spline,7,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:7,inflection_location,spline,7,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:7,inflection_location,spline,7,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:7,inflection_location,spline,7,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:7,inflection_location,spline,7,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:7,inflection_location,spline,7,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:8,inflection_location,spline,8,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:8,inflection_location,spline,8,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:8,inflection_location,spline,8,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:8,inflection_location,spline,8,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:8,inflection_location,spline,8,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:8,inflection_location,spline,8,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:9,inflection_location,spline,9,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:9,inflection_location,spline,9,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:9,inflection_location,spline,9,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:9,inflection_location,spline,9,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:9,inflection_location,spline,9,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:9,inflection_location,spline,9,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:10,inflection_location,spline,10,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:10,inflection_location,spline,10,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:10,inflection_location,spline,10,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:10,inflection_location,spline,10,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:10,inflection_location,spline,10,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:10,inflection_location,spline,10,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:11,inflection_location,spline,11,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:11,inflection_location,spline,11,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:11,inflection_location,spline,11,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:11,inflection_location,spline,11,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:11,inflection_location,spline,11,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:11,inflection_location,spline,11,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:12,inflection_location,spline,12,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:12,inflection_location,spline,12,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:12,inflection_location,spline,12,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:12,inflection_location,spline,12,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:12,inflection_location,spline,12,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:12,inflection_location,spline,12,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:13,inflection_location,spline,13,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:13,inflection_location,spline,13,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:13,inflection_location,spline,13,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:13,inflection_location,spline,13,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:13,inflection_location,spline,13,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:13,inflection_location,spline,13,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:14,inflection_location,spline,14,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:14,inflection_location,spline,14,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:14,inflection_location,spline,14,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:14,inflection_location,spline,14,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:14,inflection_location,spline,14,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:14,inflection_location,spline,14,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:15,inflection_location,spline,15,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:15,inflection_location,spline,15,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:15,inflection_location,spline,15,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:15,inflection_location,spline,15,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:15,inflection_location,spline,15,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:15,inflection_location,spline,15,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:16,inflection_location,spline,16,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:16,inflection_location,spline,16,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:16,inflection_location,spline,16,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:16,inflection_location,spline,16,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:16,inflection_location,spline,16,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:16,inflection_location,spline,16,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:17,inflection_location,spline,17,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:17,inflection_location,spline,17,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:17,inflection_location,spline,17,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:17,inflection_location,spline,17,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:17,inflection_location,spline,17,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:17,inflection_location,spline,17,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:18,inflection_location,spline,18,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:18,inflection_location,spline,18,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:18,inflection_location,spline,18,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:18,inflection_location,spline,18,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:18,inflection_location,spline,18,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:18,inflection_location,spline,18,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:19,inflection_location,spline,19,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:19,inflection_location,spline,19,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:19,inflection_location,spline,19,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:19,inflection_location,spline,19,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:19,inflection_location,spline,19,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:19,inflection_location,spline,19,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:20,inflection_location,spline,20,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:20,inflection_location,spline,20,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:20,inflection_location,spline,20,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:20,inflection_location,spline,20,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:20,inflection_location,spline,20,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:20,inflection_location,spline,20,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:21,inflection_location,spline,21,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:21,inflection_location,spline,21,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:21,inflection_location,spline,21,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:21,inflection_location,spline,21,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:21,inflection_location,spline,21,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:21,inflection_location,spline,21,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:22,inflection_location,spline,22,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:22,inflection_location,spline,22,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:22,inflection_location,spline,22,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:22,inflection_location,spline,22,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:22,inflection_location,spline,22,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:22,inflection_location,spline,22,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:23,inflection_location,spline,23,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:23,inflection_location,spline,23,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:23,inflection_location,spline,23,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:23,inflection_location,spline,23,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:23,inflection_location,spline,23,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:23,inflection_location,spline,23,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:24,inflection_location,spline,24,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:24,inflection_location,spline,24,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:24,inflection_location,spline,24,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:24,inflection_location,spline,24,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:24,inflection_location,spline,24,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:24,inflection_location,spline,24,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:25,inflection_location,spline,25,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:25,inflection_location,spline,25,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:25,inflection_location,spline,25,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:25,inflection_location,spline,25,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:25,inflection_location,spline,25,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:25,inflection_location,spline,25,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:26,inflection_location,spline,26,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:26,inflection_location,spline,26,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:26,inflection_location,spline,26,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:26,inflection_location,spline,26,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:26,inflection_location,spline,26,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:26,inflection_location,spline,26,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:27,inflection_location,spline,27,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:27,inflection_location,spline,27,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:27,inflection_location,spline,27,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:27,inflection_location,spline,27,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:27,inflection_location,spline,27,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:27,inflection_location,spline,27,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:28,inflection_location,spline,28,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:28,inflection_location,spline,28,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:28,inflection_location,spline,28,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:28,inflection_location,spline,28,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:28,inflection_location,spline,28,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:28,inflection_location,spline,28,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:29,inflection_location,spline,29,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:29,inflection_location,spline,29,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:spline:29,inflection_location,spline,29,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:spline:29,inflection_location,spline,29,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:spline:29,inflection_location,spline,29,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:spline:29,inflection_location,spline,29,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:1,inflection_location,basis,1,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:1,inflection_location,basis,1,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:1,inflection_location,basis,1,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:1,inflection_location,basis,1,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:1,inflection_location,basis,1,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:1,inflection_location,basis,1,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:2,inflection_location,basis,2,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:2,inflection_location,basis,2,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:2,inflection_location,basis,2,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:2,inflection_location,basis,2,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:2,inflection_location,basis,2,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:2,inflection_location,basis,2,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:3,inflection_location,basis,3,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:3,inflection_location,basis,3,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:3,inflection_location,basis,3,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:3,inflection_location,basis,3,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:3,inflection_location,basis,3,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:3,inflection_location,basis,3,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:4,inflection_location,basis,4,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:4,inflection_location,basis,4,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:4,inflection_location,basis,4,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:4,inflection_location,basis,4,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:4,inflection_location,basis,4,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:4,inflection_location,basis,4,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:5,inflection_location,basis,5,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:5,inflection_location,basis,5,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:5,inflection_location,basis,5,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:5,inflection_location,basis,5,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:5,inflection_location,basis,5,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:5,inflection_location,basis,5,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:6,inflection_location,basis,6,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:6,inflection_location,basis,6,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:6,inflection_location,basis,6,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:6,inflection_location,basis,6,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:6,inflection_location,basis,6,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:6,inflection_location,basis,6,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:7,inflection_location,basis,7,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:7,inflection_location,basis,7,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:7,inflection_location,basis,7,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:7,inflection_location,basis,7,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:7,inflection_location,basis,7,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:7,inflection_location,basis,7,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:8,inflection_location,basis,8,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:8,inflection_location,basis,8,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:8,inflection_location,basis,8,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:8,inflection_location,basis,8,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:8,inflection_location,basis,8,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:8,inflection_location,basis,8,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:9,inflection_location,basis,9,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:9,inflection_location,basis,9,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:9,inflection_location,basis,9,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:9,inflection_location,basis,9,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:9,inflection_location,basis,9,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:9,inflection_location,basis,9,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:10,inflection_location,basis,10,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:10,inflection_location,basis,10,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:10,inflection_location,basis,10,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:10,inflection_location,basis,10,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:10,inflection_location,basis,10,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:10,inflection_location,basis,10,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:11,inflection_location,basis,11,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:11,inflection_location,basis,11,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:11,inflection_location,basis,11,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:11,inflection_location,basis,11,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:11,inflection_location,basis,11,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:11,inflection_location,basis,11,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:12,inflection_location,basis,12,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:12,inflection_location,basis,12,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:12,inflection_location,basis,12,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:12,inflection_location,basis,12,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:12,inflection_location,basis,12,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:12,inflection_location,basis,12,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:13,inflection_location,basis,13,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:13,inflection_location,basis,13,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:13,inflection_location,basis,13,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:13,inflection_location,basis,13,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:13,inflection_location,basis,13,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:13,inflection_location,basis,13,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:14,inflection_location,basis,14,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:14,inflection_location,basis,14,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:14,inflection_location,basis,14,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:14,inflection_location,basis,14,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:14,inflection_location,basis,14,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:14,inflection_location,basis,14,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:15,inflection_location,basis,15,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:15,inflection_location,basis,15,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:15,inflection_location,basis,15,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:15,inflection_location,basis,15,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:15,inflection_location,basis,15,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:15,inflection_location,basis,15,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:16,inflection_location,basis,16,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:16,inflection_location,basis,16,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:16,inflection_location,basis,16,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:16,inflection_location,basis,16,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:16,inflection_location,basis,16,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:16,inflection_location,basis,16,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:17,inflection_location,basis,17,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:17,inflection_location,basis,17,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:17,inflection_location,basis,17,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:17,inflection_location,basis,17,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:17,inflection_location,basis,17,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:17,inflection_location,basis,17,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:18,inflection_location,basis,18,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:18,inflection_location,basis,18,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:18,inflection_location,basis,18,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:18,inflection_location,basis,18,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:18,inflection_location,basis,18,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:18,inflection_location,basis,18,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:19,inflection_location,basis,19,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:19,inflection_location,basis,19,r0=-0.8,1,0.025,observed,0.025,observed,0.0
inflection_location:basis:19,inflection_location,basis,19,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
inflection_location:basis:19,inflection_location,basis,19,r0=+0.0,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:19,inflection_location,basis,19,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
inflection_location:basis:19,inflection_location,basis,19,r0=+0.8,1,0.05,observed,0.05,observed,0.0
inflection_location:basis:20,inflection_location,basis,20,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
