intent_name,generator,eta,scope_stratum,target_seed,accepted_attempt,task_seed,generator_intended_atoms,oracle_envelope_atoms,oracle_envelope_size,implied_atoms,candidate_count
direction+inflection+bound,spline,mid,limited,4,1,3934591186,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,limited,5,1,917146831,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,limited,6,1,1148009098,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,limited,7,1,4112231803,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,limited,8,1,2655277564,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,limited,9,1,3385611398,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,0,1,3265690068,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,1,1,1781914552,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,2,1,1918532678,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,3,1,2832807558,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,4,1,1401548072,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,5,1,2674161275,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,6,1,2814129269,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,7,1,3156184534,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,8,1,433826125,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,intermediate,9,1,1504448660,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,0,1,3972214928,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,1,1,2887621191,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,2,1,2672402730,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,3,1,2510341307,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,4,1,42329568,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,5,1,4094276514,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,6,1,1667112335,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,7,1,421400132,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,8,1,1214608465,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,mid,persistent_within_tested_domain,9,1,1109909563,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,0,1,2784169288,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,1,1,976849646,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,2,1,292192935,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,3,1,392696247,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,4,1,2941782605,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,5,1,740882133,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,6,1,305912761,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,7,1,482800587,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,8,1,1809755240,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,limited,9,1,3006788914,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,0,1,3394960792,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,1,1,3956761154,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,2,1,2657680141,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,3,1,214383990,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,4,1,2670796638,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,5,1,1071357867,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,6,1,2146781313,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,7,1,3949341950,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,8,1,690717053,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,intermediate,9,1,3399339516,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,0,1,3053808805,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,1,1,4014819529,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,2,1,1999649340,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,3,1,2975446224,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,4,1,2588532652,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,5,1,3636543185,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,6,1,3575304375,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,7,1,3513447806,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,8,1,117191153,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,spline,high,persistent_within_tested_domain,9,1,1898769019,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,0,1,13193320,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,1,1,1453659633,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,2,1,2139176554,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,3,1,2461090634,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,4,1,213617948,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,5,1,775939554,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,6,1,1513325660,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,7,1,3307441598,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,8,1,2329567665,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,limited,9,1,4198266310,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,0,1,3433792337,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,1,1,1429381865,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,2,1,1435872688,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,3,1,1557738457,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,4,1,276561701,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,5,1,560886270,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,6,1,3767329953,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,7,1,3741622876,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,8,1,2382203365,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,intermediate,9,1,1294720877,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,0,1,2671380580,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,1,1,1834533199,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,2,1,1262722985,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,3,1,71941832,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,4,1,819866172,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,5,1,4013623827,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,6,1,1163832584,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,7,1,87022963,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,8,1,2329663849,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,low,persistent_within_tested_domain,9,1,813430778,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,0,1,1650266144,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,1,1,2473706683,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,2,1,2284242179,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,3,1,599001630,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,4,1,1604258233,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,5,1,565023413,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,6,1,589594898,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,7,1,3218717922,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,8,1,438808855,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,limited,9,1,3205154007,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,0,1,3470151098,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,1,1,4015172852,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,2,1,1701553014,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,3,1,3879289179,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,4,1,3175300247,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,5,1,492477399,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,6,1,4266232534,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,7,1,4087303767,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,8,1,106488131,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,intermediate,9,1,4087089500,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,0,1,1403627102,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,1,1,3931310688,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,2,1,3659002263,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,3,1,147868525,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,4,1,748210477,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,5,1,2478699228,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,6,1,3119008304,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,7,1,3467135481,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,8,1,3725319154,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,mid,persistent_within_tested_domain,9,1,3018179589,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,high,limited,0,1,1617797559,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,high,limited,1,1,1005708173,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
direction+inflection+bound,basis,high,limited,2,1,2065966658,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,asymptote_to_0_from_above,15
