task_id,intent_name,generator,seed,candidate_role,supplied_atoms,pstar_atoms,intended_atoms,incidental_atoms,C_atom,atom_status,S_supplied,S_star,delta_S_miss,ESS,candidate_floor_hit,oracle_floor_hit,gap_lower_bound,information_status,missing_atoms,marginal_json,nested_floor_violation
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.1678890616215072,1.3053290820140082,0.13744002039250103,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.13744002039250103}",0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,oracle_envelope,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3053290820140082,1.3053290820140082,0.0,356.6487305517785,0,0,0,oracle_reference,,{},0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3653407682511838,1.3862508963554099,0.0209101281042261,144.70715189265013,0,0,0,informationally_complete,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.020892113392774636, ""inflection_concave_to_convex"": 0.020889523267713983, ""lower_bound_0"": 0.0}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3820205926329052,1.3862508963554099,0.004230303722504658,144.70715189265013,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.004211460776182507, ""direction_decreasing"": 0.004209698885992541, ""lower_bound_0"": 0.0}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.2876820724517809,1.3862508963554099,1.098568823903629,144.70715189265013,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,"{""asymptote_to_0_from_above"": 0.7988522232485146, ""direction_decreasing"": 1.077658695799403, ""inflection_concave_to_convex"": 1.0943385201811244}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862302915188978,1.3862508963554099,2.0604836512116975e-05,144.70715189265013,0,0,0,informationally_complete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 2.0604836512116975e-05, ""lower_bound_0"": 0.0}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3653407682511838,1.3862508963554099,0.0209101281042261,144.70715189265013,0,0,0,informationally_complete,asymptote_to_0_from_above|inflection_concave_to_convex,"{""asymptote_to_0_from_above"": 0.020892113392774636, ""inflection_concave_to_convex"": 0.020889523267713983}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3820205926329052,1.3862508963554099,0.004230303722504658,144.70715189265013,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.004211460776182507, ""direction_decreasing"": 0.004209698885992541}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,supplied,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862302915188978,1.3862508963554099,2.0604836512116975e-05,144.70715189265013,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 2.0604836512116975e-05}",0
direction+inflection+bound:basis:0,direction+inflection+bound,basis,0,oracle_envelope,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862508963554099,1.3862508963554099,0.0,144.70715189265013,0,0,0,oracle_reference,,{},0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611190908,1.3862943611198906,7.998046669399628e-13,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 7.995826223350377e-13, ""inflection_concave_to_convex"": 7.998046669399628e-13, ""lower_bound_0"": 0.0}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862094506011746,1.3862943611198906,8.491051871595268e-05,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 4.781320736446659e-06, ""direction_decreasing"": 8.491051871595268e-05, ""lower_bound_0"": 0.0}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.2876820724517809,1.3862943611198906,1.0986122886681096,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,"{""asymptote_to_0_from_above"": 0.9066467714916046, ""direction_decreasing"": 1.0986122886673098, ""inflection_concave_to_convex"": 1.0985273781493938}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.0, ""lower_bound_0"": 0.0}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611190908,1.3862943611198906,7.998046669399628e-13,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above|inflection_concave_to_convex,"{""asymptote_to_0_from_above"": 7.995826223350377e-13, ""inflection_concave_to_convex"": 7.998046669399628e-13}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862094506011746,1.3862943611198906,8.491051871595268e-05,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 4.781320736446659e-06, ""direction_decreasing"": 8.491051871595268e-05}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,supplied,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,45.87274520965625,0,0,0,measurement_unresolved,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+inflection+bound:ode:0,direction+inflection+bound,ode,0,oracle_envelope,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,45.87274520965625,0,0,0,oracle_reference,,{},0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3574445759285811,1.386293709526267,0.028849133597685928,195.28944093750368,0,0,0,informationally_complete,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.016704110450721066, ""inflection_concave_to_convex"": 0.028823577971858416, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3760643994178667,1.386293709526267,0.010229310108400336,195.28944093750368,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.009653388328743517, ""direction_decreasing"": 0.010203754482572824, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.1684312472441167,1.386293709526267,0.21786246228215034,195.28944093750368,0,0,0,informationally_incomplete,direction_decreasing|inflection_concave_to_convex|lower_bound_0,"{""direction_decreasing"": 0.20571743913518548, ""inflection_concave_to_convex"": 0.21728654050249352, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862681539004396,1.386293709526267,2.5555625827511363e-05,195.28944093750368,0,0,0,informationally_complete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 2.5555625827511363e-05, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,asymptote_to_0_from_above|direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3741486863793022,1.386293709526267,0.012145023146964862,195.28944093750368,0,0,0,informationally_complete,inflection_concave_to_convex|lower_bound_0,"{""inflection_concave_to_convex"": 0.012145023146964862, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,asymptote_to_0_from_above|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3857177877466103,1.386293709526267,0.0005759217796568183,195.28944093750368,0,0,0,informationally_complete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.0005759217796568183, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,supplied,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.386293709526267,1.386293709526267,0.0,195.28944093750368,0,0,0,informationally_complete,lower_bound_0,"{""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,0,oracle_envelope,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,1,atom_complete,1.386293709526267,1.386293709526267,0.0,195.28944093750368,0,0,0,oracle_reference,,{},0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,0.6424253107485614,1.1866745860114403,0.5442492752628789,334.81943645689995,0,0,0,informationally_incomplete,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.44300624147960876, ""inflection_concave_to_convex"": 0.4530529723884067, ""lower_bound_0"": 0.032631635467906706}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,0.8642729660810691,1.1866745860114403,0.3224016199303712,334.81943645689995,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.1864416605326853, ""direction_decreasing"": 0.23120531705589897, ""lower_bound_0"": 0.0015637175411449267}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,0.8641883254022754,1.1866745860114403,0.32248626060916485,334.81943645689995,0,0,0,informationally_incomplete,direction_decreasing|inflection_concave_to_convex|lower_bound_0,"{""direction_decreasing"": 0.2212432268258947, ""inflection_concave_to_convex"": 0.18652630121147895, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.095478283136968,1.1866745860114403,0.09119630287447222,334.81943645689995,0,0,0,informationally_complete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.09119630287447222, ""lower_bound_0"": 0.0019708695841624824}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,asymptote_to_0_from_above|direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.0854315522281701,1.1866745860114403,0.10124303378327015,334.81943645689995,0,0,0,informationally_incomplete,inflection_concave_to_convex|lower_bound_0,"{""inflection_concave_to_convex"": 0.10124303378327015, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,asymptote_to_0_from_above|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.0507146266137544,1.1866745860114403,0.1359599593976859,334.81943645689995,0,0,0,informationally_incomplete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.1359599593976859, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,supplied,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.1866745860114403,1.1866745860114403,0.0,334.81943645689995,0,0,0,informationally_complete,lower_bound_0,"{""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,0,oracle_envelope,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,1,atom_complete,1.1866745860114403,1.1866745860114403,0.0,334.81943645689995,0,0,0,oracle_reference,,{},0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3386527687586396,1.386290982804086,0.047638214045446325,189.04106716678754,0,0,0,informationally_complete,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.04630844030278736, ""inflection_concave_to_convex"": 0.04606693870705336, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.38252964340377,1.386290982804086,0.0037613394003159772,189.04106716678754,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.0030592474627422206, ""direction_decreasing"": 0.002190064061923014, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.1308172743604663,1.386290982804086,0.2554737084436196,189.04106716678754,0,0,0,informationally_incomplete,direction_decreasing|inflection_concave_to_convex|lower_bound_0,"{""direction_decreasing"": 0.25414393470096064, ""inflection_concave_to_convex"": 0.25477161650604585, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.384719707465693,1.386290982804086,0.0015712753383929634,189.04106716678754,0,0,0,informationally_complete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.0015712753383929634, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,asymptote_to_0_from_above|direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.384961209061427,1.386290982804086,0.0013297737426589684,189.04106716678754,0,0,0,informationally_complete,inflection_concave_to_convex|lower_bound_0,"{""inflection_concave_to_convex"": 0.0013297737426589684, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,asymptote_to_0_from_above|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3855888908665122,1.386290982804086,0.0007020919375737567,189.04106716678754,0,0,0,informationally_complete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.0007020919375737567, ""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,supplied,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.386290982804086,1.386290982804086,0.0,189.04106716678754,0,0,0,informationally_complete,lower_bound_0,"{""lower_bound_0"": 0.0}",0
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,0,oracle_envelope,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|asymptote_to_0_from_above,lower_bound_0,1,atom_complete,1.386290982804086,1.386290982804086,0.0,189.04106716678754,0,0,0,oracle_reference,,{},0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3567893928439632,1.3862943611198906,0.029504968275927412,268.52665626797415,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.029504968275927412, ""direction_decreasing"": 0.00015504348321537798, ""lower_bound_0"": 0.029504968275927412}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0, ""direction_decreasing"": 0.0}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,informationally_complete,curvature_convex|direction_decreasing|lower_bound_0,"{""curvature_convex"": 0.0, ""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""direction_decreasing"": 0.0}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,asymptote_to_0_from_above|curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,informationally_complete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,asymptote_to_0_from_above|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,informationally_complete,curvature_convex|direction_decreasing,"{""curvature_convex"": 0.0, ""direction_decreasing"": 0.0}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,supplied,asymptote_to_0_from_above|curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,informationally_complete,direction_decreasing,"{""direction_decreasing"": 0.0}",0
curvature+bound+asymptote:spline:0,curvature+bound+asymptote,spline,0,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,268.52665626797415,0,0,0,oracle_reference,,{},0
curvature+bound+asymptote:basis:0,curvature+bound+asymptote,basis,0,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.36276149377387,1.3862943611198906,0.02353286734602067,163.4002862758141,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.02353286734602067, ""direction_decreasing"": 1.2380140970824627e-05, ""lower_bound_0"": 0.02353286734602067}",0
curvature+bound+asymptote:basis:0,curvature+bound+asymptote,basis,0,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,163.4002862758141,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0, ""direction_decreasing"": 0.0}",0
curvature+bound+asymptote:basis:0,curvature+bound+asymptote,basis,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0|asymptote_to_0_from_above,direction_decreasing,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,163.4002862758141,0,0,0,informationally_complete,curvature_convex|direction_decreasing|lower_bound_0,"{""curvature_convex"": 0.0, ""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
