primitive,separability,dof,prefix,state,fraction
inflection,mid,5,0.6,measurement-unreliable,0.9833333333333334
inflection,mid,5,0.7,external-informative,0.05
inflection,mid,5,0.7,measurement-unreliable,0.9833333333333334
regime,high,1,0.2,external-informative,1.0
regime,high,1,0.3,external-informative,0.9833333333333334
regime,high,1,0.3,measurement-unreliable,0.05
regime,high,1,0.4,external-informative,0.9333333333333332
regime,high,1,0.4,measurement-unreliable,0.1
regime,high,1,0.5,external-informative,0.7666666666666666
regime,high,1,0.5,measurement-unreliable,0.2333333333333333
regime,high,1,0.6,external-informative,0.7333333333333334
regime,high,1,0.6,measurement-unreliable,0.26666666666666666
regime,high,1,0.7,external-informative,0.5833333333333334
regime,high,1,0.7,measurement-unreliable,0.35000000000000003
regime,high,1,0.7,observed+informative,0.06666666666666667
regime,high,3,0.2,external-informative,1.0
regime,high,3,0.3,external-informative,1.0
regime,high,3,0.4,external-informative,0.9333333333333332
regime,high,3,0.4,measurement-unreliable,0.1
regime,high,3,0.5,external-informative,0.7833333333333333
regime,high,3,0.5,measurement-unreliable,0.21666666666666667
regime,high,3,0.6,external-informative,0.75
regime,high,3,0.6,measurement-unreliable,0.25
regime,high,3,0.7,external-informative,0.5833333333333334
regime,high,3,0.7,measurement-unreliable,0.35000000000000003
regime,high,3,0.7,observed+informative,0.06666666666666667
regime,high,5,0.2,external-informative,1.0
regime,high,5,0.3,external-informative,1.0
regime,high,5,0.4,external-informative,0.9500000000000001
regime,high,5,0.4,measurement-unreliable,0.07500000000000001
regime,high,5,0.5,external-informative,0.7999999999999999
regime,high,5,0.5,measurement-unreliable,0.19999999999999998
regime,high,5,0.6,external-informative,0.75
regime,high,5,0.6,measurement-unreliable,0.25
regime,high,5,0.7,external-informative,0.5833333333333334
regime,high,5,0.7,measurement-unreliable,0.35000000000000003
regime,high,5,0.7,observed+informative,0.06666666666666667
regime,low,1,0.2,external-informative,1.0
regime,low,1,0.3,external-informative,1.0
regime,low,1,0.4,external-informative,0.9666666666666667
regime,low,1,0.4,measurement-unreliable,0.05
regime,low,1,0.5,external-informative,0.9499999999999998
regime,low,1,0.5,measurement-unreliable,0.05000000000000001
regime,low,1,0.6,external-informative,0.8833333333333333
regime,low,1,0.6,measurement-unreliable,0.11666666666666665
regime,low,1,0.7,external-informative,0.8333333333333334
regime,low,1,0.7,measurement-unreliable,0.16666666666666666
regime,low,3,0.2,external-informative,1.0
regime,low,3,0.3,external-informative,1.0
regime,low,3,0.4,external-informative,0.9833333333333334
regime,low,3,0.4,measurement-unreliable,0.05
regime,low,3,0.5,external-informative,0.8833333333333333
regime,low,3,0.5,measurement-unreliable,0.11666666666666665
regime,low,3,0.6,external-informative,0.7666666666666666
regime,low,3,0.6,measurement-unreliable,0.2333333333333333
regime,low,3,0.7,external-informative,0.5499999999999999
regime,low,3,0.7,measurement-unreliable,0.45
regime,low,5,0.2,external-informative,0.6833333333333332
regime,low,5,0.2,measurement-unreliable,0.31666666666666665
regime,low,5,0.3,external-informative,0.5666666666666668
regime,low,5,0.3,measurement-unreliable,0.43333333333333335
regime,low,5,0.4,external-informative,0.5333333333333333
regime,low,5,0.4,measurement-unreliable,0.4666666666666666
regime,low,5,0.5,external-informative,0.48333333333333334
regime,low,5,0.5,measurement-unreliable,0.5166666666666667
regime,low,5,0.6,external-informative,0.48333333333333334
regime,low,5,0.6,measurement-unreliable,0.5166666666666667
regime,low,5,0.7,external-informative,0.3833333333333333
regime,low,5,0.7,measurement-unreliable,0.6166666666666667
regime,mid,1,0.2,external-informative,1.0
regime,mid,1,0.3,external-informative,1.0
regime,mid,1,0.4,external-informative,0.9166666666666666
regime,mid,1,0.4,measurement-unreliable,0.08333333333333333
regime,mid,1,0.5,external-informative,0.9
regime,mid,1,0.5,measurement-unreliable,0.10000000000000002
regime,mid,1,0.6,external-informative,0.7999999999999999
regime,mid,1,0.6,measurement-unreliable,0.19999999999999998
regime,mid,1,0.7,external-informative,0.7833333333333333
regime,mid,1,0.7,measurement-unreliable,0.21666666666666667
regime,mid,3,0.2,external-informative,1.0
regime,mid,3,0.3,external-informative,1.0
regime,mid,3,0.4,external-informative,0.9166666666666666
regime,mid,3,0.4,measurement-unreliable,0.08333333333333333
regime,mid,3,0.5,external-informative,0.9
regime,mid,3,0.5,measurement-unreliable,0.10000000000000002
regime,mid,3,0.6,external-informative,0.7999999999999999
regime,mid,3,0.6,measurement-unreliable,0.20000000000000004
regime,mid,3,0.7,external-informative,0.65
regime,mid,3,0.7,measurement-unreliable,0.35000000000000003
regime,mid,5,0.2,external-informative,1.0
regime,mid,5,0.3,external-informative,0.9833333333333334
regime,mid,5,0.3,measurement-unreliable,0.05
regime,mid,5,0.4,external-informative,0.9
regime,mid,5,0.4,measurement-unreliable,0.10000000000000002
regime,mid,5,0.5,external-informative,0.7999999999999999
regime,mid,5,0.5,measurement-unreliable,0.19999999999999998
regime,mid,5,0.6,external-informative,0.7333333333333334
regime,mid,5,0.6,measurement-unreliable,0.26666666666666666
regime,mid,5,0.7,external-informative,0.5166666666666667
regime,mid,5,0.7,measurement-unreliable,0.48333333333333334
turning,high,1,0.2,external-informative,1.0
turning,high,1,0.3,external-informative,0.9333333333333332
turning,high,1,0.3,measurement-unreliable,0.06666666666666667
turning,high,1,0.4,external-informative,0.7166666666666668
turning,high,1,0.4,measurement-unreliable,0.26666666666666666
turning,high,1,0.4,observed+informative,0.05
turning,high,1,0.5,external-informative,0.5833333333333334
turning,high,1,0.5,measurement-unreliable,0.4166666666666667
turning,high,1,0.6,external-informative,0.4166666666666667
turning,high,1,0.6,measurement-unreliable,0.5833333333333334
turning,high,1,0.7,external-informative,0.31666666666666665
turning,high,1,0.7,measurement-unreliable,0.6833333333333332
turning,high,3,0.2,external-informative,1.0
turning,high,3,0.3,external-informative,0.9833333333333334
turning,high,3,0.3,observed+informative,0.05
turning,high,3,0.4,external-informative,0.75
turning,high,3,0.4,measurement-unreliable,0.23333333333333336
turning,high,3,0.4,observed+informative,0.05
turning,high,3,0.5,external-informative,0.5
turning,high,3,0.5,measurement-unreliable,0.5
turning,high,3,0.6,external-informative,0.3666666666666667
turning,high,3,0.6,measurement-unreliable,0.6333333333333333
turning,high,3,0.7,external-informative,0.2333333333333333
turning,high,3,0.7,measurement-unreliable,0.7666666666666666
turning,high,5,0.2,external-informative,1.0
turning,high,5,0.3,external-informative,0.9833333333333334
turning,high,5,0.3,observed+informative,0.05
turning,high,5,0.4,external-informative,0.75
turning,high,5,0.4,measurement-unreliable,0.2333333333333333
turning,high,5,0.4,observed+informative,0.05
turning,high,5,0.5,external-informative,0.4833333333333334
turning,high,5,0.5,measurement-unreliable,0.5166666666666667
turning,high,5,0.6,external-informative,0.31666666666666665
turning,high,5,0.6,measurement-unreliable,0.6833333333333332
turning,high,5,0.7,external-informative,0.18333333333333335
turning,high,5,0.7,measurement-unreliable,0.8166666666666668
turning,low,1,0.2,external-informative,1.0
turning,low,1,0.3,external-informative,0.9500000000000001
turning,low,1,0.3,measurement-unreliable,0.07500000000000001
turning,low,1,0.4,external-informative,0.7333333333333334
turning,low,1,0.4,measurement-unreliable,0.26666666666666666
turning,low,1,0.5,external-informative,0.6166666666666667
turning,low,1,0.5,measurement-unreliable,0.3833333333333333
turning,low,1,0.6,external-informative,0.46666666666666673
turning,low,1,0.6,measurement-unreliable,0.5333333333333333
turning,low,1,0.7,external-informative,0.3666666666666667
turning,low,1,0.7,measurement-unreliable,0.6333333333333333
turning,low,3,0.2,external-informative,1.0
turning,low,3,0.3,external-informative,0.9833333333333334
turning,low,3,0.3,measurement-unreliable,0.05
turning,low,3,0.4,external-informative,0.7833333333333333
turning,low,3,0.4,measurement-unreliable,0.21666666666666667
turning,low,3,0.5,external-informative,0.5499999999999999
turning,low,3,0.5,measurement-unreliable,0.45
turning,low,3,0.6,external-informative,0.4166666666666667
turning,low,3,0.6,measurement-unreliable,0.5833333333333334
turning,low,3,0.7,external-informative,0.3
turning,low,3,0.7,measurement-unreliable,0.7000000000000001
turning,low,5,0.2,external-informative,1.0
turning,low,5,0.3,external-informative,1.0
turning,low,5,0.4,external-informative,0.8166666666666668
turning,low,5,0.4,measurement-unreliable,0.18333333333333335
turning,low,5,0.5,external-informative,0.5166666666666667
turning,low,5,0.5,measurement-unreliable,0.48333333333333334
turning,low,5,0.6,external-informative,0.35000000000000003
turning,low,5,0.6,measurement-unreliable,0.65
turning,low,5,0.7,external-informative,0.15
turning,low,5,0.7,measurement-unreliable,0.85
turning,mid,1,0.2,external-informative,1.0
turning,mid,1,0.3,external-informative,0.9666666666666667
turning,mid,1,0.3,measurement-unreliable,0.05
turning,mid,1,0.4,external-informative,0.7666666666666666
turning,mid,1,0.4,measurement-unreliable,0.2333333333333333
turning,mid,1,0.5,external-informative,0.5833333333333334
turning,mid,1,0.5,measurement-unreliable,0.4166666666666667
turning,mid,1,0.6,external-informative,0.39999999999999997
turning,mid,1,0.6,measurement-unreliable,0.6
turning,mid,1,0.7,external-informative,0.3333333333333333
turning,mid,1,0.7,measurement-unreliable,0.6666666666666666
turning,mid,3,0.2,external-informative,1.0
turning,mid,3,0.3,external-informative,1.0
turning,mid,3,0.4,external-informative,0.8333333333333334
turning,mid,3,0.4,measurement-unreliable,0.16666666666666666
turning,mid,3,0.5,external-informative,0.4666666666666666
turning,mid,3,0.5,measurement-unreliable,0.5333333333333333
turning,mid,3,0.6,external-informative,0.35000000000000003
turning,mid,3,0.6,measurement-unreliable,0.65
turning,mid,3,0.7,external-informative,0.3
turning,mid,3,0.7,measurement-unreliable,0.7000000000000001
turning,mid,5,0.2,external-informative,1.0
turning,mid,5,0.3,external-informative,1.0
turning,mid,5,0.4,external-informative,0.85
turning,mid,5,0.4,measurement-unreliable,0.15
turning,mid,5,0.5,external-informative,0.43333333333333335
turning,mid,5,0.5,measurement-unreliable,0.5666666666666668
turning,mid,5,0.6,external-informative,0.31666666666666665
turning,mid,5,0.6,measurement-unreliable,0.6833333333333332
turning,mid,5,0.7,external-informative,0.2333333333333333
turning,mid,5,0.7,measurement-unreliable,0.7666666666666666
