task_id,eta,generator,requested_scope_stratum,measured_scope_stratum,pstar_atoms,candidate_atoms,oracle_size,omitted_count,S,ESS,floor_hit,delta_S_miss,gap_status,N_obs,O_P,C_P,C_Pstar,task_weight
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,4,3,1.0387259748409605,365.1494234583196,0,0.3337991695962199,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing,4,3,0.995544914373707,365.1494234583196,0,0.3769802300634735,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex,4,3,1.2364350365398589,365.1494234583196,0,0.13609010789732157,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,lower_bound_0,4,3,0.2887268713453015,365.1494234583196,0,1.083798273091879,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing,4,2,1.2514766560380053,365.1494234583196,0,0.12104848839917515,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex,4,2,1.3299273638300528,365.1494234583196,0,0.0425977806071276,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|lower_bound_0,4,2,1.0387259748409605,365.1494234583196,0,0.3337991695962199,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex,4,2,1.3371814543876628,365.1494234583196,0,0.03534369004951765,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|lower_bound_0,4,2,0.9976666272666678,365.1494234583196,0,0.37485851717051266,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex|lower_bound_0,4,2,1.236435036539933,365.1494234583196,0,0.1360901078972474,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,4,1,1.3725251444371804,365.1494234583196,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,4,1,1.2514766560380053,365.1494234583196,0,0.12104848839917515,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,4,1,1.3299273638300528,365.1494234583196,0,0.0425977806071276,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,1,1.337181454387745,365.1494234583196,0,0.035343690049435494,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:0,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,0,1.3725251444371804,365.1494234583196,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,4,3,1.0564040016247223,247.16152178203362,0,0.32985092162644913,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing,4,3,1.3189723179450743,247.16152178203362,0,0.06728260530609709,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex,4,3,1.3735877622926973,247.16152178203362,0,0.012667160958474089,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,lower_bound_0,4,3,0.2876820724517809,247.16152178203362,0,1.0985728507993904,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing,4,2,1.3489879085078673,247.16152178203362,0,0.03726701474330407,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex,4,2,1.3845218468026734,247.16152178203362,0,0.001733076448497961,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|lower_bound_0,4,2,1.0564040016247223,247.16152178203362,0,0.32985092162644913,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex,4,2,1.3861618608640944,247.16152178203362,0,9.306238707695869e-05,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|lower_bound_0,4,2,1.3189723179450743,247.16152178203362,0,0.06728260530609709,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex|lower_bound_0,4,2,1.3735877622926973,247.16152178203362,0,0.012667160958474089,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,4,1,1.3862549232511714,247.16152178203362,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,4,1,1.3489879085078673,247.16152178203362,0,0.03726701474330407,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,4,1,1.3845218468026734,247.16152178203362,0,0.001733076448497961,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,1,1.3861618608640944,247.16152178203362,0,9.306238707695869e-05,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:1,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,0,1.3862549232511714,247.16152178203362,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,4,3,0.7997359546658364,360.168004612506,0,0.2750643014801534,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing,4,3,0.4549733438287753,360.168004612506,0,0.6198269123172144,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex,4,3,0.6026492561568249,360.168004612506,0,0.4721509999891649,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,lower_bound_0,4,3,0.4971915547337043,360.168004612506,0,0.5776087014122855,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing,4,2,1.016659295195402,360.168004612506,0,0.05814096095058763,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex,4,2,0.8894697266249738,360.168004612506,0,0.18533052952101592,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|lower_bound_0,4,2,0.7997359546658364,360.168004612506,0,0.2750643014801534,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex,4,2,0.7747133383200357,360.168004612506,0,0.300086917825954,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|lower_bound_0,4,2,0.7077757320744548,360.168004612506,0,0.36702452407153496,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex|lower_bound_0,4,2,0.7177655757893804,360.168004612506,0,0.35703468035660935,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,4,1,1.0748002561459897,360.168004612506,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,4,1,1.016659295195402,360.168004612506,0,0.05814096095058763,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,4,1,0.8894697266249738,360.168004612506,0,0.18533052952101592,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,1,0.9130027978690466,360.168004612506,0,0.16179745827694314,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:2,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,0,1.0748002561459897,360.168004612506,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,4,3,1.0729149523664325,388.959284501053,0,0.29751288744606286,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing,4,3,0.9723117340568513,388.959284501053,0,0.39811610575564405,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex,4,3,1.2621909729954206,388.959284501053,0,0.10823686681707478,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,lower_bound_0,4,3,0.2917334583382708,388.959284501053,0,1.0786943814742247,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing,4,2,1.3106193599185563,388.959284501053,0,0.059808479893939115,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex,4,2,1.3378956075783497,388.959284501053,0,0.0325322322341457,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|lower_bound_0,4,2,1.0729149523664325,388.959284501053,0,0.29751288744606286,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex,4,2,1.3488940772915567,388.959284501053,0,0.021533762520938637,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|lower_bound_0,4,2,0.9803618462246585,388.959284501053,0,0.3900659935878369,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex|lower_bound_0,4,2,1.2621909730104526,388.959284501053,0,0.10823686680204281,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,4,1,1.3704278398124954,388.959284501053,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,4,1,1.3106193599185563,388.959284501053,0,0.059808479893939115,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,4,1,1.3378956075783497,388.959284501053,0,0.0325322322341457,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,1,1.3488940773079499,388.959284501053,0,0.02153376250454553,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:3,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,0,1.3704278398124954,388.959284501053,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,4,3,1.0448924238902848,379.4374332488883,0,0.28623126503842955,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing,4,3,0.9873811247907766,379.4374332488883,0,0.3437425641379378,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex,4,3,1.1763153660386936,379.4374332488883,0,0.15480832289002078,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,lower_bound_0,4,3,0.28789091479119505,379.4374332488883,0,1.0432327741375194,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing,4,2,1.234220442382904,379.4374332488883,0,0.0969032465458104,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex,4,2,1.268662673877711,379.4374332488883,0,0.06246101505100343,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|lower_bound_0,4,2,1.0448924238902848,379.4374332488883,0,0.28623126503842955,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex,4,2,1.3107076696441224,379.4374332488883,0,0.020416019284591913,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|lower_bound_0,4,2,0.9878015995590164,379.4374332488883,0,0.343322089369698,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,inflection_concave_to_convex|lower_bound_0,4,2,1.176315398444362,379.4374332488883,0,0.1548082904843524,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,4,1,1.3311236889287144,379.4374332488883,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,4,1,1.234220442382904,379.4374332488883,0,0.0969032465458104,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,4,1,1.268662673877711,379.4374332488883,0,0.06246101505100343,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
direction+inflection+bound:ode:high:persistent_within_tested_domain:4,high,ode,persistent_within_tested_domain,persistent_within_tested_domain,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,4,1,1.3107077067110697,379.4374332488883,0,0.020415982217644624,exact,0,0,1|1|1|1|1,1|1|1|1|1,0.06666666666666667
