task_id,first_interval_valid,event_preboundary,contiguous_nonincreasing,expected_scope_bracket,clean_oracle_only
inflection:local:ode:6,True,True,True,True,True
inflection:local:ode:7,True,True,True,True,True
inflection:local:ode:8,True,True,True,True,True
inflection:local:ode:9,True,True,True,True,True
inflection:local:ode:10,True,True,True,True,True
inflection:local:ode:11,True,True,True,True,True
inflection:local:ode:12,True,True,True,True,True
inflection:local:ode:13,True,True,True,True,True
inflection:local:ode:14,True,True,True,True,True
inflection:local:ode:15,True,True,True,True,True
inflection:local:ode:16,True,True,True,True,True
inflection:local:ode:17,True,True,True,True,True
inflection:local:ode:18,True,True,True,True,True
inflection:local:ode:19,True,True,True,True,True
inflection:local:ode:20,True,True,True,True,True
inflection:local:ode:21,True,True,True,True,True
inflection:local:ode:22,True,True,True,True,True
inflection:local:ode:23,True,True,True,True,True
inflection:local:ode:24,True,True,True,True,True
inflection:local:ode:25,True,True,True,True,True
inflection:local:ode:26,True,True,True,True,True
inflection:local:ode:27,True,True,True,True,True
inflection:local:ode:28,True,True,True,True,True
inflection:local:ode:29,True,True,True,True,True
inflection:medium:spline:0,True,True,True,True,True
inflection:medium:spline:1,True,True,True,True,True
inflection:medium:spline:2,True,True,True,True,True
inflection:medium:spline:3,True,True,True,True,True
inflection:medium:spline:4,True,True,True,True,True
inflection:medium:spline:5,True,True,True,True,True
inflection:medium:spline:6,True,True,True,True,True
inflection:medium:spline:7,True,True,True,True,True
inflection:medium:spline:8,True,True,True,True,True
inflection:medium:spline:9,True,True,True,True,True
inflection:medium:spline:10,True,True,True,True,True
inflection:medium:spline:11,True,True,True,True,True
inflection:medium:spline:12,True,True,True,True,True
inflection:medium:spline:13,True,True,True,True,True
inflection:medium:spline:14,True,True,True,True,True
inflection:medium:spline:15,True,True,True,True,True
inflection:medium:spline:16,True,True,True,True,True
inflection:medium:spline:17,True,True,True,True,True
inflection:medium:spline:18,True,True,True,True,True
inflection:medium:spline:19,True,True,True,True,True
inflection:medium:spline:20,True,True,True,True,True
inflection:medium:spline:21,True,True,True,True,True
inflection:medium:spline:22,True,True,True,True,True
inflection:medium:spline:23,True,True,True,True,True
inflection:medium:spline:24,True,True,True,True,True
inflection:medium:spline:25,True,True,True,True,True
inflection:medium:spline:26,True,True,True,True,True
inflection:medium:spline:27,True,True,True,True,True
inflection:medium:spline:28,True,True,True,True,True
inflection:medium:spline:29,True,True,True,True,True
inflection:medium:basis:0,True,True,True,True,True
inflection:medium:basis:1,True,True,True,True,True
inflection:medium:basis:2,True,True,True,True,True
inflection:medium:basis:3,True,True,True,True,True
inflection:medium:basis:4,True,True,True,True,True
inflection:medium:basis:5,True,True,True,True,True
inflection:medium:basis:6,True,True,True,True,True
inflection:medium:basis:7,True,True,True,True,True
inflection:medium:basis:8,True,True,True,True,True
inflection:medium:basis:9,True,True,True,True,True
inflection:medium:basis:10,True,True,True,True,True
inflection:medium:basis:11,True,True,True,True,True
inflection:medium:basis:12,True,True,True,True,True
inflection:medium:basis:13,True,True,True,True,True
inflection:medium:basis:14,True,True,True,True,True
inflection:medium:basis:15,True,True,True,True,True
inflection:medium:basis:16,True,True,True,True,True
inflection:medium:basis:17,True,True,True,True,True
inflection:medium:basis:18,True,True,True,True,True
inflection:medium:basis:19,True,True,True,True,True
inflection:medium:basis:20,True,True,True,True,True
inflection:medium:basis:21,True,True,True,True,True
inflection:medium:basis:22,True,True,True,True,True
inflection:medium:basis:23,True,True,True,True,True
inflection:medium:basis:24,True,True,True,True,True
inflection:medium:basis:25,True,True,True,True,True
inflection:medium:basis:26,True,True,True,True,True
inflection:medium:basis:27,True,True,True,True,True
inflection:medium:basis:28,True,True,True,True,True
inflection:medium:basis:29,True,True,True,True,True
inflection:medium:ode:0,True,True,True,True,True
inflection:medium:ode:1,True,True,True,True,True
inflection:medium:ode:2,True,True,True,True,True
inflection:medium:ode:3,True,True,True,True,True
inflection:medium:ode:4,True,True,True,True,True
inflection:medium:ode:5,True,True,True,True,True
inflection:medium:ode:6,True,True,True,True,True
inflection:medium:ode:7,True,True,True,True,True
inflection:medium:ode:8,True,True,True,True,True
inflection:medium:ode:9,True,True,True,True,True
inflection:medium:ode:10,True,True,True,True,True
inflection:medium:ode:11,True,True,True,True,True
inflection:medium:ode:12,True,True,True,True,True
inflection:medium:ode:13,True,True,True,True,True
inflection:medium:ode:14,True,True,True,True,True
inflection:medium:ode:15,True,True,True,True,True
inflection:medium:ode:16,True,True,True,True,True
inflection:medium:ode:17,True,True,True,True,True
inflection:medium:ode:18,True,True,True,True,True
inflection:medium:ode:19,True,True,True,True,True
inflection:medium:ode:20,True,True,True,True,True
inflection:medium:ode:21,True,True,True,True,True
inflection:medium:ode:22,True,True,True,True,True
inflection:medium:ode:23,True,True,True,True,True
inflection:medium:ode:24,True,True,True,True,True
inflection:medium:ode:25,True,True,True,True,True
inflection:medium:ode:26,True,True,True,True,True
inflection:medium:ode:27,True,True,True,True,True
inflection:medium:ode:28,True,True,True,True,True
inflection:medium:ode:29,True,True,True,True,True
inflection:persistent_within_domain:spline:0,True,True,True,True,True
inflection:persistent_within_domain:spline:1,True,True,True,True,True
inflection:persistent_within_domain:spline:2,True,True,True,True,True
inflection:persistent_within_domain:spline:3,True,True,True,True,True
inflection:persistent_within_domain:spline:4,True,True,True,True,True
inflection:persistent_within_domain:spline:5,True,True,True,True,True
inflection:persistent_within_domain:spline:6,True,True,True,True,True
inflection:persistent_within_domain:spline:7,True,True,True,True,True
inflection:persistent_within_domain:spline:8,True,True,True,True,True
inflection:persistent_within_domain:spline:9,True,True,True,True,True
inflection:persistent_within_domain:spline:10,True,True,True,True,True
inflection:persistent_within_domain:spline:11,True,True,True,True,True
inflection:persistent_within_domain:spline:12,True,True,True,True,True
inflection:persistent_within_domain:spline:13,True,True,True,True,True
inflection:persistent_within_domain:spline:14,True,True,True,True,True
inflection:persistent_within_domain:spline:15,True,True,True,True,True
inflection:persistent_within_domain:spline:16,True,True,True,True,True
inflection:persistent_within_domain:spline:17,True,True,True,True,True
inflection:persistent_within_domain:spline:18,True,True,True,True,True
inflection:persistent_within_domain:spline:19,True,True,True,True,True
inflection:persistent_within_domain:spline:20,True,True,True,True,True
inflection:persistent_within_domain:spline:21,True,True,True,True,True
inflection:persistent_within_domain:spline:22,True,True,True,True,True
inflection:persistent_within_domain:spline:23,True,True,True,True,True
inflection:persistent_within_domain:spline:24,True,True,True,True,True
inflection:persistent_within_domain:spline:25,True,True,True,True,True
inflection:persistent_within_domain:spline:26,True,True,True,True,True
inflection:persistent_within_domain:spline:27,True,True,True,True,True
inflection:persistent_within_domain:spline:28,True,True,True,True,True
inflection:persistent_within_domain:spline:29,True,True,True,True,True
inflection:persistent_within_domain:basis:0,True,True,True,True,True
inflection:persistent_within_domain:basis:1,True,True,True,True,True
inflection:persistent_within_domain:basis:2,True,True,True,True,True
inflection:persistent_within_domain:basis:3,True,True,True,True,True
inflection:persistent_within_domain:basis:4,True,True,True,True,True
inflection:persistent_within_domain:basis:5,True,True,True,True,True
inflection:persistent_within_domain:basis:6,True,True,True,True,True
inflection:persistent_within_domain:basis:7,True,True,True,True,True
inflection:persistent_within_domain:basis:8,True,True,True,True,True
inflection:persistent_within_domain:basis:9,True,True,True,True,True
inflection:persistent_within_domain:basis:10,True,True,True,True,True
inflection:persistent_within_domain:basis:11,True,True,True,True,True
inflection:persistent_within_domain:basis:12,True,True,True,True,True
inflection:persistent_within_domain:basis:13,True,True,True,True,True
inflection:persistent_within_domain:basis:14,True,True,True,True,True
inflection:persistent_within_domain:basis:15,True,True,True,True,True
inflection:persistent_within_domain:basis:16,True,True,True,True,True
inflection:persistent_within_domain:basis:17,True,True,True,True,True
inflection:persistent_within_domain:basis:18,True,True,True,True,True
inflection:persistent_within_domain:basis:19,True,True,True,True,True
inflection:persistent_within_domain:basis:20,True,True,True,True,True
inflection:persistent_within_domain:basis:21,True,True,True,True,True
inflection:persistent_within_domain:basis:22,True,True,True,True,True
inflection:persistent_within_domain:basis:23,True,True,True,True,True
inflection:persistent_within_domain:basis:24,True,True,True,True,True
inflection:persistent_within_domain:basis:25,True,True,True,True,True
inflection:persistent_within_domain:basis:26,True,True,True,True,True
inflection:persistent_within_domain:basis:27,True,True,True,True,True
inflection:persistent_within_domain:basis:28,True,True,True,True,True
inflection:persistent_within_domain:basis:29,True,True,True,True,True
inflection:persistent_within_domain:ode:0,True,True,True,True,True
inflection:persistent_within_domain:ode:1,True,True,True,True,True
inflection:persistent_within_domain:ode:2,True,True,True,True,True
inflection:persistent_within_domain:ode:3,True,True,True,True,True
inflection:persistent_within_domain:ode:4,True,True,True,True,True
inflection:persistent_within_domain:ode:5,True,True,True,True,True
inflection:persistent_within_domain:ode:6,True,True,True,True,True
inflection:persistent_within_domain:ode:7,True,True,True,True,True
inflection:persistent_within_domain:ode:8,True,True,True,True,True
inflection:persistent_within_domain:ode:9,True,True,True,True,True
inflection:persistent_within_domain:ode:10,True,True,True,True,True
inflection:persistent_within_domain:ode:11,True,True,True,True,True
inflection:persistent_within_domain:ode:12,True,True,True,True,True
inflection:persistent_within_domain:ode:13,True,True,True,True,True
inflection:persistent_within_domain:ode:14,True,True,True,True,True
inflection:persistent_within_domain:ode:15,True,True,True,True,True
inflection:persistent_within_domain:ode:16,True,True,True,True,True
inflection:persistent_within_domain:ode:17,True,True,True,True,True
inflection:persistent_within_domain:ode:18,True,True,True,True,True
inflection:persistent_within_domain:ode:19,True,True,True,True,True
inflection:persistent_within_domain:ode:20,True,True,True,True,True
inflection:persistent_within_domain:ode:21,True,True,True,True,True
inflection:persistent_within_domain:ode:22,True,True,True,True,True
inflection:persistent_within_domain:ode:23,True,True,True,True,True
inflection:persistent_within_domain:ode:24,True,True,True,True,True
inflection:persistent_within_domain:ode:25,True,True,True,True,True
inflection:persistent_within_domain:ode:26,True,True,True,True,True
inflection:persistent_within_domain:ode:27,True,True,True,True,True
inflection:persistent_within_domain:ode:28,True,True,True,True,True
inflection:persistent_within_domain:ode:29,True,True,True,True,True
turning:local:spline:0,True,True,True,True,True
turning:local:spline:1,True,True,True,True,True
turning:local:spline:2,True,True,True,True,True
turning:local:spline:3,True,True,True,True,True
turning:local:spline:4,True,True,True,True,True
turning:local:spline:5,True,True,True,True,True
turning:local:spline:6,True,True,True,True,True
turning:local:spline:7,True,True,True,True,True
turning:local:spline:8,True,True,True,True,True
turning:local:spline:9,True,True,True,True,True
turning:local:spline:10,True,True,True,True,True
turning:local:spline:11,True,True,True,True,True
turning:local:spline:12,True,True,True,True,True
turning:local:spline:13,True,True,True,True,True
turning:local:spline:14,True,True,True,True,True
turning:local:spline:15,True,True,True,True,True
turning:local:spline:16,True,True,True,True,True
turning:local:spline:17,True,True,True,True,True
turning:local:spline:18,True,True,True,True,True
turning:local:spline:19,True,True,True,True,True
turning:local:spline:20,True,True,True,True,True
turning:local:spline:21,True,True,True,True,True
turning:local:spline:22,True,True,True,True,True
turning:local:spline:23,True,True,True,True,True
turning:local:spline:24,True,True,True,True,True
turning:local:spline:25,True,True,True,True,True
turning:local:spline:26,True,True,True,True,True
turning:local:spline:27,True,True,True,True,True
turning:local:spline:28,True,True,True,True,True
turning:local:spline:29,True,True,True,True,True
turning:local:basis:0,True,True,True,True,True
turning:local:basis:1,True,True,True,True,True
turning:local:basis:2,True,True,True,True,True
turning:local:basis:3,True,True,True,True,True
turning:local:basis:4,True,True,True,True,True
turning:local:basis:5,True,True,True,True,True
turning:local:basis:6,True,True,True,True,True
turning:local:basis:7,True,True,True,True,True
turning:local:basis:8,True,True,True,True,True
turning:local:basis:9,True,True,True,True,True
turning:local:basis:10,True,True,True,True,True
turning:local:basis:11,True,True,True,True,True
turning:local:basis:12,True,True,True,True,True
turning:local:basis:13,True,True,True,True,True
turning:local:basis:14,True,True,True,True,True
turning:local:basis:15,True,True,True,True,True
turning:local:basis:16,True,True,True,True,True
turning:local:basis:17,True,True,True,True,True
turning:local:basis:18,True,True,True,True,True
turning:local:basis:19,True,True,True,True,True
turning:local:basis:20,True,True,True,True,True
turning:local:basis:21,True,True,True,True,True
turning:local:basis:22,True,True,True,True,True
turning:local:basis:23,True,True,True,True,True
turning:local:basis:24,True,True,True,True,True
turning:local:basis:25,True,True,True,True,True
turning:local:basis:26,True,True,True,True,True
turning:local:basis:27,True,True,True,True,True
turning:local:basis:28,True,True,True,True,True
turning:local:basis:29,True,True,True,True,True
turning:local:ode:0,True,True,True,True,True
turning:local:ode:1,True,True,True,True,True
turning:local:ode:2,True,True,True,True,True
turning:local:ode:3,True,True,True,True,True
turning:local:ode:4,True,True,True,True,True
turning:local:ode:5,True,True,True,True,True
turning:local:ode:6,True,True,True,True,True
turning:local:ode:7,True,True,True,True,True
turning:local:ode:8,True,True,True,True,True
turning:local:ode:9,True,True,True,True,True
turning:local:ode:10,True,True,True,True,True
turning:local:ode:11,True,True,True,True,True
turning:local:ode:12,True,True,True,True,True
turning:local:ode:13,True,True,True,True,True
turning:local:ode:14,True,True,True,True,True
turning:local:ode:15,True,True,True,True,True
turning:local:ode:16,True,True,True,True,True
turning:local:ode:17,True,True,True,True,True
turning:local:ode:18,True,True,True,True,True
turning:local:ode:19,True,True,True,True,True
turning:local:ode:20,True,True,True,True,True
turning:local:ode:21,True,True,True,True,True
turning:local:ode:22,True,True,True,True,True
turning:local:ode:23,True,True,True,True,True
turning:local:ode:24,True,True,True,True,True
turning:local:ode:25,True,True,True,True,True
turning:local:ode:26,True,True,True,True,True
turning:local:ode:27,True,True,True,True,True
turning:local:ode:28,True,True,True,True,True
turning:local:ode:29,True,True,True,True,True
turning:medium:spline:0,True,True,True,True,True
turning:medium:spline:1,True,True,True,True,True
turning:medium:spline:2,True,True,True,True,True
turning:medium:spline:3,True,True,True,True,True
turning:medium:spline:4,True,True,True,True,True
turning:medium:spline:5,True,True,True,True,True
turning:medium:spline:6,True,True,True,True,True
turning:medium:spline:7,True,True,True,True,True
turning:medium:spline:8,True,True,True,True,True
turning:medium:spline:9,True,True,True,True,True
turning:medium:spline:10,True,True,True,True,True
turning:medium:spline:11,True,True,True,True,True
turning:medium:spline:12,True,True,True,True,True
turning:medium:spline:13,True,True,True,True,True
turning:medium:spline:14,True,True,True,True,True
turning:medium:spline:15,True,True,True,True,True
turning:medium:spline:16,True,True,True,True,True
turning:medium:spline:17,True,True,True,True,True
turning:medium:spline:18,True,True,True,True,True
turning:medium:spline:19,True,True,True,True,True
turning:medium:spline:20,True,True,True,True,True
turning:medium:spline:21,True,True,True,True,True
turning:medium:spline:22,True,True,True,True,True
turning:medium:spline:23,True,True,True,True,True
turning:medium:spline:24,True,True,True,True,True
turning:medium:spline:25,True,True,True,True,True
turning:medium:spline:26,True,True,True,True,True
turning:medium:spline:27,True,True,True,True,True
turning:medium:spline:28,True,True,True,True,True
turning:medium:spline:29,True,True,True,True,True
turning:medium:basis:0,True,True,True,True,True
turning:medium:basis:1,True,True,True,True,True
turning:medium:basis:2,True,True,True,True,True
turning:medium:basis:3,True,True,True,True,True
turning:medium:basis:4,True,True,True,True,True
turning:medium:basis:5,True,True,True,True,True
turning:medium:basis:6,True,True,True,True,True
turning:medium:basis:7,True,True,True,True,True
turning:medium:basis:8,True,True,True,True,True
turning:medium:basis:9,True,True,True,True,True
turning:medium:basis:10,True,True,True,True,True
turning:medium:basis:11,True,True,True,True,True
turning:medium:basis:12,True,True,True,True,True
turning:medium:basis:13,True,True,True,True,True
turning:medium:basis:14,True,True,True,True,True
turning:medium:basis:15,True,True,True,True,True
turning:medium:basis:16,True,True,True,True,True
turning:medium:basis:17,True,True,True,True,True
turning:medium:basis:18,True,True,True,True,True
turning:medium:basis:19,True,True,True,True,True
turning:medium:basis:20,True,True,True,True,True
turning:medium:basis:21,True,True,True,True,True
turning:medium:basis:22,True,True,True,True,True
turning:medium:basis:23,True,True,True,True,True
turning:medium:basis:24,True,True,True,True,True
turning:medium:basis:25,True,True,True,True,True
turning:medium:basis:26,True,True,True,True,True
turning:medium:basis:27,True,True,True,True,True
turning:medium:basis:28,True,True,True,True,True
turning:medium:basis:29,True,True,True,True,True
turning:medium:ode:0,True,True,True,True,True
turning:medium:ode:1,True,True,True,True,True
turning:medium:ode:2,True,True,True,True,True
turning:medium:ode:3,True,True,True,True,True
turning:medium:ode:4,True,True,True,True,True
turning:medium:ode:5,True,True,True,True,True
turning:medium:ode:6,True,True,True,True,True
turning:medium:ode:7,True,True,True,True,True
turning:medium:ode:8,True,True,True,True,True
turning:medium:ode:9,True,True,True,True,True
turning:medium:ode:10,True,True,True,True,True
turning:medium:ode:11,True,True,True,True,True
turning:medium:ode:12,True,True,True,True,True
turning:medium:ode:13,True,True,True,True,True
turning:medium:ode:14,True,True,True,True,True
turning:medium:ode:15,True,True,True,True,True
turning:medium:ode:16,True,True,True,True,True
turning:medium:ode:17,True,True,True,True,True
turning:medium:ode:18,True,True,True,True,True
turning:medium:ode:19,True,True,True,True,True
turning:medium:ode:20,True,True,True,True,True
turning:medium:ode:21,True,True,True,True,True
turning:medium:ode:22,True,True,True,True,True
turning:medium:ode:23,True,True,True,True,True
turning:medium:ode:24,True,True,True,True,True
turning:medium:ode:25,True,True,True,True,True
turning:medium:ode:26,True,True,True,True,True
turning:medium:ode:27,True,True,True,True,True
turning:medium:ode:28,True,True,True,True,True
turning:medium:ode:29,True,True,True,True,True
turning:persistent_within_domain:spline:0,True,True,True,True,True
turning:persistent_within_domain:spline:1,True,True,True,True,True
turning:persistent_within_domain:spline:2,True,True,True,True,True
turning:persistent_within_domain:spline:3,True,True,True,True,True
turning:persistent_within_domain:spline:4,True,True,True,True,True
turning:persistent_within_domain:spline:5,True,True,True,True,True
turning:persistent_within_domain:spline:6,True,True,True,True,True
turning:persistent_within_domain:spline:7,True,True,True,True,True
turning:persistent_within_domain:spline:8,True,True,True,True,True
turning:persistent_within_domain:spline:9,True,True,True,True,True
turning:persistent_within_domain:spline:10,True,True,True,True,True
turning:persistent_within_domain:spline:11,True,True,True,True,True
turning:persistent_within_domain:spline:12,True,True,True,True,True
turning:persistent_within_domain:spline:13,True,True,True,True,True
turning:persistent_within_domain:spline:14,True,True,True,True,True
turning:persistent_within_domain:spline:15,True,True,True,True,True
turning:persistent_within_domain:spline:16,True,True,True,True,True
turning:persistent_within_domain:spline:17,True,True,True,True,True
turning:persistent_within_domain:spline:18,True,True,True,True,True
turning:persistent_within_domain:spline:19,True,True,True,True,True
turning:persistent_within_domain:spline:20,True,True,True,True,True
turning:persistent_within_domain:spline:21,True,True,True,True,True
turning:persistent_within_domain:spline:22,True,True,True,True,True
turning:persistent_within_domain:spline:23,True,True,True,True,True
turning:persistent_within_domain:spline:24,True,True,True,True,True
turning:persistent_within_domain:spline:25,True,True,True,True,True
turning:persistent_within_domain:spline:26,True,True,True,True,True
turning:persistent_within_domain:spline:27,True,True,True,True,True
turning:persistent_within_domain:spline:28,True,True,True,True,True
turning:persistent_within_domain:spline:29,True,True,True,True,True
turning:persistent_within_domain:basis:0,True,True,True,True,True
turning:persistent_within_domain:basis:1,True,True,True,True,True
turning:persistent_within_domain:basis:2,True,True,True,True,True
turning:persistent_within_domain:basis:3,True,True,True,True,True
turning:persistent_within_domain:basis:4,True,True,True,True,True
turning:persistent_within_domain:basis:5,True,True,True,True,True
turning:persistent_within_domain:basis:6,True,True,True,True,True
turning:persistent_within_domain:basis:7,True,True,True,True,True
turning:persistent_within_domain:basis:8,True,True,True,True,True
turning:persistent_within_domain:basis:9,True,True,True,True,True
turning:persistent_within_domain:basis:10,True,True,True,True,True
turning:persistent_within_domain:basis:11,True,True,True,True,True
turning:persistent_within_domain:basis:12,True,True,True,True,True
turning:persistent_within_domain:basis:13,True,True,True,True,True
turning:persistent_within_domain:basis:14,True,True,True,True,True
turning:persistent_within_domain:basis:15,True,True,True,True,True
turning:persistent_within_domain:basis:16,True,True,True,True,True
turning:persistent_within_domain:basis:17,True,True,True,True,True
turning:persistent_within_domain:basis:18,True,True,True,True,True
turning:persistent_within_domain:basis:19,True,True,True,True,True
turning:persistent_within_domain:basis:20,True,True,True,True,True
turning:persistent_within_domain:basis:21,True,True,True,True,True
turning:persistent_within_domain:basis:22,True,True,True,True,True
turning:persistent_within_domain:basis:23,True,True,True,True,True
turning:persistent_within_domain:basis:24,True,True,True,True,True
turning:persistent_within_domain:basis:25,True,True,True,True,True
turning:persistent_within_domain:basis:26,True,True,True,True,True
turning:persistent_within_domain:basis:27,True,True,True,True,True
turning:persistent_within_domain:basis:28,True,True,True,True,True
turning:persistent_within_domain:basis:29,True,True,True,True,True
turning:persistent_within_domain:ode:0,True,True,True,True,True
turning:persistent_within_domain:ode:1,True,True,True,True,True
turning:persistent_within_domain:ode:2,True,True,True,True,True
turning:persistent_within_domain:ode:3,True,True,True,True,True
turning:persistent_within_domain:ode:4,True,True,True,True,True
turning:persistent_within_domain:ode:5,True,True,True,True,True
turning:persistent_within_domain:ode:6,True,True,True,True,True
turning:persistent_within_domain:ode:7,True,True,True,True,True
turning:persistent_within_domain:ode:8,True,True,True,True,True
turning:persistent_within_domain:ode:9,True,True,True,True,True
turning:persistent_within_domain:ode:10,True,True,True,True,True
turning:persistent_within_domain:ode:11,True,True,True,True,True
turning:persistent_within_domain:ode:12,True,True,True,True,True
turning:persistent_within_domain:ode:13,True,True,True,True,True
turning:persistent_within_domain:ode:14,True,True,True,True,True
turning:persistent_within_domain:ode:15,True,True,True,True,True
turning:persistent_within_domain:ode:16,True,True,True,True,True
turning:persistent_within_domain:ode:17,True,True,True,True,True
turning:persistent_within_domain:ode:18,True,True,True,True,True
turning:persistent_within_domain:ode:19,True,True,True,True,True
turning:persistent_within_domain:ode:20,True,True,True,True,True
turning:persistent_within_domain:ode:21,True,True,True,True,True
turning:persistent_within_domain:ode:22,True,True,True,True,True
turning:persistent_within_domain:ode:23,True,True,True,True,True
turning:persistent_within_domain:ode:24,True,True,True,True,True
turning:persistent_within_domain:ode:25,True,True,True,True,True
turning:persistent_within_domain:ode:26,True,True,True,True,True
turning:persistent_within_domain:ode:27,True,True,True,True,True
turning:persistent_within_domain:ode:28,True,True,True,True,True
turning:persistent_within_domain:ode:29,True,True,True,True,True
regime:local:spline:0,True,True,True,True,True
regime:local:spline:1,True,True,True,True,True
regime:local:spline:2,True,True,True,True,True
regime:local:spline:3,True,True,True,True,True
regime:local:spline:4,True,True,True,True,True
regime:local:spline:5,True,True,True,True,True
regime:local:spline:6,True,True,True,True,True
regime:local:spline:7,True,True,True,True,True
regime:local:spline:8,True,True,True,True,True
regime:local:spline:9,True,True,True,True,True
regime:local:spline:10,True,True,True,True,True
regime:local:spline:11,True,True,True,True,True
regime:local:spline:12,True,True,True,True,True
regime:local:spline:13,True,True,True,True,True
regime:local:spline:14,True,True,True,True,True
regime:local:spline:15,True,True,True,True,True
regime:local:spline:16,True,True,True,True,True
regime:local:spline:17,True,True,True,True,True
regime:local:spline:18,True,True,True,True,True
regime:local:spline:19,True,True,True,True,True
regime:local:spline:20,True,True,True,True,True
regime:local:spline:21,True,True,True,True,True
regime:local:spline:22,True,True,True,True,True
regime:local:spline:23,True,True,True,True,True
regime:local:spline:24,True,True,True,True,True
regime:local:spline:25,True,True,True,True,True
regime:local:spline:26,True,True,True,True,True
regime:local:spline:27,True,True,True,True,True
regime:local:spline:28,True,True,True,True,True
regime:local:spline:29,True,True,True,True,True
regime:local:basis:0,True,True,True,True,True
regime:local:basis:1,True,True,True,True,True
regime:local:basis:2,True,True,True,True,True
regime:local:basis:3,True,True,True,True,True
regime:local:basis:4,True,True,True,True,True
regime:local:basis:5,True,True,True,True,True
regime:local:basis:6,True,True,True,True,True
regime:local:basis:7,True,True,True,True,True
regime:local:basis:8,True,True,True,True,True
regime:local:basis:9,True,True,True,True,True
regime:local:basis:10,True,True,True,True,True
regime:local:basis:11,True,True,True,True,True
regime:local:basis:12,True,True,True,True,True
regime:local:basis:13,True,True,True,True,True
regime:local:basis:14,True,True,True,True,True
regime:local:basis:15,True,True,True,True,True
regime:local:basis:16,True,True,True,True,True
regime:local:basis:17,True,True,True,True,True
regime:local:basis:18,True,True,True,True,True
regime:local:basis:19,True,True,True,True,True
regime:local:basis:20,True,True,True,True,True
regime:local:basis:21,True,True,True,True,True
regime:local:basis:22,True,True,True,True,True
regime:local:basis:23,True,True,True,True,True
regime:local:basis:24,True,True,True,True,True
regime:local:basis:25,True,True,True,True,True
regime:local:basis:26,True,True,True,True,True
regime:local:basis:27,True,True,True,True,True
regime:local:basis:28,True,True,True,True,True
regime:local:basis:29,True,True,True,True,True
regime:local:ode:0,True,True,True,True,True
regime:local:ode:1,True,True,True,True,True
regime:local:ode:2,True,True,True,True,True
regime:local:ode:3,True,True,True,True,True
regime:local:ode:4,True,True,True,True,True
regime:local:ode:5,True,True,True,True,True
regime:local:ode:6,True,True,True,True,True
regime:local:ode:7,True,True,True,True,True
regime:local:ode:8,True,True,True,True,True
regime:local:ode:9,True,True,True,True,True
regime:local:ode:10,True,True,True,True,True
regime:local:ode:11,True,True,True,True,True
regime:local:ode:12,True,True,True,True,True
regime:local:ode:13,True,True,True,True,True
regime:local:ode:14,True,True,True,True,True
regime:local:ode:15,True,True,True,True,True
regime:local:ode:16,True,True,True,True,True
regime:local:ode:17,True,True,True,True,True
regime:local:ode:18,True,True,True,True,True
regime:local:ode:19,True,True,True,True,True
regime:local:ode:20,True,True,True,True,True
regime:local:ode:21,True,True,True,True,True
regime:local:ode:22,True,True,True,True,True
regime:local:ode:23,True,True,True,True,True
regime:local:ode:24,True,True,True,True,True
regime:local:ode:25,True,True,True,True,True
regime:local:ode:26,True,True,True,True,True
regime:local:ode:27,True,True,True,True,True
regime:local:ode:28,True,True,True,True,True
regime:local:ode:29,True,True,True,True,True
regime:medium:spline:0,True,True,True,True,True
regime:medium:spline:1,True,True,True,True,True
regime:medium:spline:2,True,True,True,True,True
regime:medium:spline:3,True,True,True,True,True
regime:medium:spline:4,True,True,True,True,True
regime:medium:spline:5,True,True,True,True,True
regime:medium:spline:6,True,True,True,True,True
regime:medium:spline:7,True,True,True,True,True
regime:medium:spline:8,True,True,True,True,True
regime:medium:spline:9,True,True,True,True,True
regime:medium:spline:10,True,True,True,True,True
regime:medium:spline:11,True,True,True,True,True
regime:medium:spline:12,True,True,True,True,True
regime:medium:spline:13,True,True,True,True,True
regime:medium:spline:14,True,True,True,True,True
regime:medium:spline:15,True,True,True,True,True
regime:medium:spline:16,True,True,True,True,True
regime:medium:spline:17,True,True,True,True,True
regime:medium:spline:18,True,True,True,True,True
regime:medium:spline:19,True,True,True,True,True
regime:medium:spline:20,True,True,True,True,True
regime:medium:spline:21,True,True,True,True,True
regime:medium:spline:22,True,True,True,True,True
regime:medium:spline:23,True,True,True,True,True
regime:medium:spline:24,True,True,True,True,True
regime:medium:spline:25,True,True,True,True,True
regime:medium:spline:26,True,True,True,True,True
regime:medium:spline:27,True,True,True,True,True
regime:medium:spline:28,True,True,True,True,True
regime:medium:spline:29,True,True,True,True,True
regime:medium:basis:0,True,True,True,True,True
regime:medium:basis:1,True,True,True,True,True
regime:medium:basis:2,True,True,True,True,True
regime:medium:basis:3,True,True,True,True,True
regime:medium:basis:4,True,True,True,True,True
regime:medium:basis:5,True,True,True,True,True
regime:medium:basis:6,True,True,True,True,True
regime:medium:basis:7,True,True,True,True,True
regime:medium:basis:8,True,True,True,True,True
regime:medium:basis:9,True,True,True,True,True
regime:medium:basis:10,True,True,True,True,True
regime:medium:basis:11,True,True,True,True,True
regime:medium:basis:12,True,True,True,True,True
regime:medium:basis:13,True,True,True,True,True
regime:medium:basis:14,True,True,True,True,True
regime:medium:basis:15,True,True,True,True,True
regime:medium:basis:16,True,True,True,True,True
regime:medium:basis:17,True,True,True,True,True
