task_id,primitive,tier,generator,seed,horizon,V_raw,C_contiguous,H_valid,tau_v
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,0.45,1,1,1.0,
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,0.5,1,1,1.0,
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,0.6,1,1,1.0,
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,0.7,1,1,1.0,
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,0.8,1,1,1.0,
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,0.9,1,1,1.0,
direction:persistent_within_domain:basis:1,direction,persistent_within_domain,basis,1,1.0,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,0.45,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,0.5,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,0.6,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,0.7,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,0.8,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,0.9,1,1,1.0,
direction:persistent_within_domain:basis:2,direction,persistent_within_domain,basis,2,1.0,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,0.45,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,0.5,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,0.6,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,0.7,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,0.8,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,0.9,1,1,1.0,
direction:persistent_within_domain:basis:3,direction,persistent_within_domain,basis,3,1.0,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,0.45,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,0.5,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,0.6,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,0.7,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,0.8,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,0.9,1,1,1.0,
direction:persistent_within_domain:basis:4,direction,persistent_within_domain,basis,4,1.0,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,0.45,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,0.5,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,0.6,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,0.7,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,0.8,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,0.9,1,1,1.0,
direction:persistent_within_domain:basis:5,direction,persistent_within_domain,basis,5,1.0,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,0.45,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,0.5,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,0.6,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,0.7,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,0.8,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,0.9,1,1,1.0,
direction:persistent_within_domain:basis:6,direction,persistent_within_domain,basis,6,1.0,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,0.45,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,0.5,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,0.6,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,0.7,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,0.8,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,0.9,1,1,1.0,
direction:persistent_within_domain:basis:7,direction,persistent_within_domain,basis,7,1.0,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,0.45,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,0.5,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,0.6,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,0.7,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,0.8,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,0.9,1,1,1.0,
direction:persistent_within_domain:basis:8,direction,persistent_within_domain,basis,8,1.0,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,0.45,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,0.5,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,0.6,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,0.7,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,0.8,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,0.9,1,1,1.0,
direction:persistent_within_domain:basis:9,direction,persistent_within_domain,basis,9,1.0,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,0.45,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,0.5,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,0.6,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,0.7,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,0.8,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,0.9,1,1,1.0,
direction:persistent_within_domain:basis:10,direction,persistent_within_domain,basis,10,1.0,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,0.45,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,0.5,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,0.6,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,0.7,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,0.8,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,0.9,1,1,1.0,
direction:persistent_within_domain:basis:11,direction,persistent_within_domain,basis,11,1.0,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,0.45,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,0.5,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,0.6,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,0.7,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,0.8,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,0.9,1,1,1.0,
direction:persistent_within_domain:basis:12,direction,persistent_within_domain,basis,12,1.0,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,0.45,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,0.5,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,0.6,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,0.7,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,0.8,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,0.9,1,1,1.0,
direction:persistent_within_domain:basis:13,direction,persistent_within_domain,basis,13,1.0,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,0.45,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,0.5,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,0.6,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,0.7,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,0.8,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,0.9,1,1,1.0,
direction:persistent_within_domain:basis:14,direction,persistent_within_domain,basis,14,1.0,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,0.45,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,0.5,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,0.6,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,0.7,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,0.8,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,0.9,1,1,1.0,
direction:persistent_within_domain:basis:15,direction,persistent_within_domain,basis,15,1.0,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,0.45,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,0.5,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,0.6,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,0.7,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,0.8,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,0.9,1,1,1.0,
direction:persistent_within_domain:basis:16,direction,persistent_within_domain,basis,16,1.0,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,0.45,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,0.5,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,0.6,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,0.7,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,0.8,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,0.9,1,1,1.0,
direction:persistent_within_domain:basis:17,direction,persistent_within_domain,basis,17,1.0,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,0.45,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,0.5,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,0.6,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,0.7,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,0.8,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,0.9,1,1,1.0,
direction:persistent_within_domain:basis:18,direction,persistent_within_domain,basis,18,1.0,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,0.45,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,0.5,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,0.6,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,0.7,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,0.8,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,0.9,1,1,1.0,
direction:persistent_within_domain:basis:19,direction,persistent_within_domain,basis,19,1.0,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,0.45,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,0.5,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,0.6,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,0.7,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,0.8,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,0.9,1,1,1.0,
direction:persistent_within_domain:basis:20,direction,persistent_within_domain,basis,20,1.0,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,0.45,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,0.5,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,0.6,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,0.7,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,0.8,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,0.9,1,1,1.0,
direction:persistent_within_domain:basis:21,direction,persistent_within_domain,basis,21,1.0,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,0.45,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,0.5,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,0.6,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,0.7,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,0.8,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,0.9,1,1,1.0,
direction:persistent_within_domain:basis:22,direction,persistent_within_domain,basis,22,1.0,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,0.45,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,0.5,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,0.6,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,0.7,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,0.8,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,0.9,1,1,1.0,
direction:persistent_within_domain:basis:23,direction,persistent_within_domain,basis,23,1.0,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,0.45,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,0.5,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,0.6,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,0.7,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,0.8,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,0.9,1,1,1.0,
direction:persistent_within_domain:basis:24,direction,persistent_within_domain,basis,24,1.0,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,0.45,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,0.5,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,0.6,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,0.7,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,0.8,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,0.9,1,1,1.0,
direction:persistent_within_domain:basis:25,direction,persistent_within_domain,basis,25,1.0,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,0.45,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,0.5,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,0.6,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,0.7,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,0.8,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,0.9,1,1,1.0,
direction:persistent_within_domain:basis:26,direction,persistent_within_domain,basis,26,1.0,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,0.45,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,0.5,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,0.6,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,0.7,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,0.8,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,0.9,1,1,1.0,
direction:persistent_within_domain:basis:27,direction,persistent_within_domain,basis,27,1.0,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,0.45,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,0.5,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,0.6,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,0.7,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,0.8,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,0.9,1,1,1.0,
direction:persistent_within_domain:basis:28,direction,persistent_within_domain,basis,28,1.0,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,0.45,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,0.5,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,0.6,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,0.7,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,0.8,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,0.9,1,1,1.0,
direction:persistent_within_domain:basis:29,direction,persistent_within_domain,basis,29,1.0,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,0.45,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,0.5,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,0.6,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,0.7,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,0.8,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,0.9,1,1,1.0,
direction:persistent_within_domain:ode:0,direction,persistent_within_domain,ode,0,1.0,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,0.45,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,0.5,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,0.6,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,0.7,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,0.8,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,0.9,1,1,1.0,
direction:persistent_within_domain:ode:1,direction,persistent_within_domain,ode,1,1.0,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,0.45,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,0.5,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,0.6,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,0.7,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,0.8,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,0.9,1,1,1.0,
direction:persistent_within_domain:ode:2,direction,persistent_within_domain,ode,2,1.0,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,0.45,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,0.5,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,0.6,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,0.7,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,0.8,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,0.9,1,1,1.0,
direction:persistent_within_domain:ode:3,direction,persistent_within_domain,ode,3,1.0,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,0.45,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,0.5,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,0.6,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,0.7,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,0.8,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,0.9,1,1,1.0,
direction:persistent_within_domain:ode:4,direction,persistent_within_domain,ode,4,1.0,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,0.45,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,0.5,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,0.6,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,0.7,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,0.8,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,0.9,1,1,1.0,
direction:persistent_within_domain:ode:5,direction,persistent_within_domain,ode,5,1.0,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,0.45,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,0.5,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,0.6,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,0.7,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,0.8,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,0.9,1,1,1.0,
direction:persistent_within_domain:ode:6,direction,persistent_within_domain,ode,6,1.0,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,0.45,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,0.5,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,0.6,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,0.7,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,0.8,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,0.9,1,1,1.0,
direction:persistent_within_domain:ode:7,direction,persistent_within_domain,ode,7,1.0,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,0.45,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,0.5,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,0.6,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,0.7,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,0.8,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,0.9,1,1,1.0,
direction:persistent_within_domain:ode:8,direction,persistent_within_domain,ode,8,1.0,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,0.45,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,0.5,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,0.6,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,0.7,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,0.8,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,0.9,1,1,1.0,
direction:persistent_within_domain:ode:9,direction,persistent_within_domain,ode,9,1.0,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,0.45,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,0.5,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,0.6,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,0.7,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,0.8,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,0.9,1,1,1.0,
direction:persistent_within_domain:ode:10,direction,persistent_within_domain,ode,10,1.0,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,0.45,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,0.5,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,0.6,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,0.7,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,0.8,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,0.9,1,1,1.0,
direction:persistent_within_domain:ode:11,direction,persistent_within_domain,ode,11,1.0,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,0.45,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,0.5,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,0.6,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,0.7,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,0.8,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,0.9,1,1,1.0,
direction:persistent_within_domain:ode:12,direction,persistent_within_domain,ode,12,1.0,1,1,1.0,
direction:persistent_within_domain:ode:13,direction,persistent_within_domain,ode,13,0.45,1,1,1.0,
direction:persistent_within_domain:ode:13,direction,persistent_within_domain,ode,13,0.5,1,1,1.0,
